config_idx,W14_mean,W14_var,W23_mean,W23_var,W33_mean,W33_var
0,0.536644300712,0.10938699767,0.400045022694,0.158071629933,0.260918698047,0.211259531284
1,0.532906655759,0.108104433201,0.426995082704,0.145408823616,0.298821569927,0.19444759193
2,0.553669847307,0.099029855584,0.437793520532,0.140957249553,0.321904443616,0.196166168681
3,0.526924780207,0.105311612233,0.430685626425,0.144374689409,0.310597672897,0.184716499995
4,0.527167965831,0.109055535813,0.419605051846,0.155430634823,0.312048073984,0.188655251508
5,0.538104616739,0.107570196173,0.440230221163,0.136377788396,0.315904113938,0.176437062054
6,0.546449512116,0.104262820258,0.455339142129,0.132460131516,0.355272383124,0.167891274268
7,0.534819374064,0.101112975611,0.434507449763,0.13991003738,0.318554680708,0.187026787812
8,0.545406427261,0.097284257312,0.429620260202,0.144061102206,0.298527512154,0.191517599931
9,0.541767038041,0.097148295771,0.439144414304,0.142601929812,0.317247917941,0.184291797938
10,0.566444220324,0.09688381456,0.47701456536,0.128307024054,0.36715904362,0.172705198147
11,0.530412763407,0.1047412338,0.430691216414,0.139974552255,0.317045278159,0.178478960418
12,0.545118442227,0.096981445769,0.450512215683,0.136211120224,0.33476772385,0.183259797079
13,0.551247322647,0.099098387193,0.442742031001,0.135290944121,0.335209717319,0.179272251138
14,0.531346203322,0.104853040174,0.433336003033,0.141424351374,0.323011637711,0.182161529678
15,0.512635634126,0.117807561962,0.405740075251,0.15037577032,0.291601495703,0.186763312856
16,0.55379543881,0.102811845853,0.455396979879,0.136620795632,0.346883772345,0.183699189027
17,0.56418675896,0.094906914461,0.471610988087,0.124945263622,0.347658263177,0.168780676902
18,0.53676113544,0.108342365005,0.421573320203,0.150409496066,0.292694532821,0.198476974709
19,0.563755743702,0.098327032134,0.450407935349,0.135921692288,0.332920144049,0.1869859902
20,0.535426119714,0.107053176739,0.43084677802,0.148010533849,0.309680901577,0.183852927744
21,0.533512709614,0.10267889283,0.440652239101,0.13788562841,0.329749544994,0.181044062738
22,0.532004951099,0.109229079098,0.411786972912,0.146355542286,0.294175109189,0.186551302888
23,0.544161802639,0.100552453639,0.442479126708,0.140065450301,0.33148247122,0.184570916595
24,0.524285473562,0.107057014921,0.417630584361,0.153479712737,0.28415635462,0.185110904655
25,0.554232443595,0.097169413143,0.450444094897,0.134177421443,0.334673876557,0.175477515805
26,0.592806074497,0.08892553381,0.490603351799,0.127166839645,0.385329038578,0.168021250676
27,0.56346902997,0.094136699131,0.474289484515,0.119249017642,0.363273718811,0.162654321228
28,0.549862594205,0.102654816196,0.44227596313,0.142428936477,0.341972449438,0.187998541426
29,0.529730522342,0.106308900762,0.417734279259,0.146567447948,0.310645039709,0.172528390233
30,0.548143132777,0.097130343271,0.449285138616,0.134412991136,0.356533995043,0.174103883578
31,0.578339987871,0.089102126418,0.497811444498,0.123680152295,0.394384677615,0.162304644904
