sweep_index,xy,xz,yz
0,0.83431729965,0.844720059855,0.824665691069
1,0.843335657372,0.840872596758,0.832566001076
2,0.836405266332,0.820917493728,0.831148653083
3,0.834202068164,0.835186182802,0.83180090151
4,0.838507942253,0.833356065339,0.839019027791
5,0.830487970293,0.839745895853,0.826012231889
6,0.83596962791,0.827248008467,0.836660294005
7,0.835777409912,0.82389108966,0.839224915064
8,0.834109326095,0.831500980224,0.833919396525
9,0.834625755831,0.841855415429,0.836174132606
10,0.835337785688,0.83117010448,0.839629533473
11,0.840586532288,0.833724234582,0.834558381105
12,0.834073289833,0.829059217862,0.830599477859
13,0.83756310801,0.83389224216,0.833749615575
14,0.829181058011,0.828701650275,0.834375266169
15,0.837455062052,0.836663726985,0.822021259761
16,0.82969212779,0.828567916289,0.828930592498
17,0.83008161892,0.835775558439,0.822462393412
18,0.844180294882,0.8394096842,0.833144007857
19,0.825648260832,0.835584812352,0.830973640872
20,0.829741281146,0.836981147906,0.833232293145
21,0.82858182571,0.832864289088,0.828050244821
22,0.825527004627,0.825788770651,0.823260933004
23,0.83332045447,0.830025047004,0.825796470037
24,0.841785322652,0.839198377121,0.836782409251
25,0.839118828754,0.842115473939,0.835740135875
26,0.835364934284,0.840974563076,0.839234871406
27,0.832394869241,0.832145993122,0.838783202825
28,0.836235315573,0.834713114215,0.830339732534
29,0.832050629612,0.838277894352,0.832493860797
30,0.840854353914,0.826551505782,0.825835036968
31,0.835143261597,0.822738178227,0.82897892345
32,0.83872951486,0.83723828149,0.834118118676
33,0.838032923921,0.834055083914,0.826383632267
34,0.830098176591,0.831791172022,0.838211620473
35,0.833362934591,0.839768760378,0.844028262956
36,0.838066405868,0.838446193494,0.837321925674
37,0.830408546986,0.829417021286,0.822364084448
38,0.834653457296,0.839466920978,0.826338961206
39,0.839741717997,0.835463690113,0.831733571347
40,0.834975957758,0.840464919341,0.839737650464
41,0.830104093875,0.828550167146,0.833314283417
42,0.847589147473,0.842576610813,0.8446712566
43,0.836289547705,0.837612811279,0.835807591979
44,0.83105798097,0.839168134792,0.831340316677
45,0.821894764384,0.836418029102,0.831113100474
46,0.833732002377,0.827547520762,0.841835702249
47,0.828383524447,0.839620393023,0.836665852569
48,0.822757948088,0.830989400649,0.838559964839
49,0.823289052117,0.825789923625,0.83167005957
50,0.833604652172,0.824242540585,0.833530116577
51,0.826795312203,0.838576534894,0.823854352316
52,0.829726565285,0.832329196794,0.834212082683
53,0.83165991248,0.820824192786,0.830115579422
54,0.840752419588,0.819382622779,0.83267522475
55,0.844383111464,0.833217606501,0.829080243574
56,0.832239191515,0.833100797493,0.831237201427
57,0.826456365023,0.833101253727,0.827382940173
58,0.824920339876,0.840550254826,0.820252689936
59,0.824152562796,0.827188329678,0.828984962935
60,0.834483719167,0.821653157189,0.827685394273
61,0.839218308812,0.832442218312,0.836997395758
62,0.838495699574,0.844490315686,0.832765355302
63,0.842277713933,0.83634648692,0.837152422841
64,0.837695334238,0.83912664796,0.843034247683
65,0.835266203867,0.831807431473,0.842731051927
66,0.83844271964,0.828270719265,0.843966416224
67,0.831835970366,0.828527880285,0.851877048385
68,0.838337876733,0.83490556252,0.830766935301
69,0.84061448796,0.830337788359,0.842798947908
70,0.837712808534,0.836498889928,0.840151993325
71,0.830608610712,0.835411601629,0.838447186234
72,0.841842520773,0.836681930979,0.829468831369
73,0.825174563547,0.836495216591,0.832365396414
74,0.830431833127,0.838111710244,0.83523503436
75,0.839499151026,0.832706649068,0.840568529893
76,0.826686658219,0.836240325411,0.840923354471
77,0.831186215173,0.839240465447,0.833168725761
78,0.834296953735,0.833508941842,0.830668422311
79,0.83606083438,0.830349441084,0.832528697052
80,0.841164533234,0.825857210014,0.824914910726
81,0.828255697046,0.839341896196,0.837647964034
82,0.821049185676,0.824323161206,0.826141012913
83,0.83324275686,0.832532876048,0.842281594013
84,0.84054142293,0.826559492945,0.830938631799
85,0.831339206375,0.827556401337,0.833020925743
86,0.839389162033,0.831114562035,0.833731053385
87,0.830851639439,0.838137891344,0.830270000197
88,0.83881969794,0.840819797736,0.835220215
89,0.836402665333,0.833157933836,0.846816619444
90,0.824960376595,0.812971558706,0.837716237881
91,0.846922177318,0.839422444542,0.837617213713
92,0.82257480042,0.827982228106,0.827850131856
93,0.829405601375,0.827953109937,0.831947298458
94,0.830621018944,0.824031890202,0.826973402103
95,0.841218062635,0.827018239262,0.835471444282
96,0.818794424131,0.827623786876,0.837337849109
97,0.830231151765,0.826830297347,0.840107656363
98,0.83598455722,0.835961207781,0.835721597556
99,0.840589839286,0.837564741242,0.83635980263
100,0.833202615398,0.844299061771,0.833139666823
101,0.818492344035,0.84144192482,0.834728355782
102,0.829039239828,0.832946041855,0.830715674938
103,0.834020486308,0.837340119106,0.825916245307
104,0.839279472383,0.819697795621,0.833713662826
105,0.831097871425,0.83893669483,0.836574967388
106,0.830879044921,0.848478007889,0.835456213127
107,0.829677751677,0.831635017531,0.832904212937
108,0.828592944672,0.835456147039,0.8423803903
109,0.83446754949,0.834006958304,0.834389551191
110,0.830555147685,0.829497105725,0.82158836608
111,0.829114503057,0.838243306854,0.830490304341
112,0.834050577459,0.841453777168,0.830844800983
113,0.829988094814,0.832139904527,0.823346500145
114,0.827425608703,0.824116327684,0.824640224066
115,0.833535463897,0.831821637229,0.838692364485
116,0.837389312501,0.828278587354,0.82403535326
117,0.839510701519,0.840797442018,0.823223162823
118,0.833488989062,0.829206178423,0.839663351194
119,0.836920585784,0.843057535981,0.844778390002
120,0.834347662506,0.838084292904,0.829144498824
121,0.823506705121,0.827465871448,0.837734586503
122,0.836229824844,0.838861079918,0.837697919726
123,0.839174034983,0.834970188964,0.83289888264
124,0.820342015371,0.828651288282,0.833521539897
125,0.829778775892,0.835219746102,0.823450912185
126,0.836898022149,0.836625974159,0.832636268251
127,0.835076857401,0.829477660618,0.817884934377
128,0.825839649396,0.832626753112,0.841986693597
129,0.828521833423,0.839112815535,0.835221704474
130,0.826842853884,0.8271181302,0.840347765985
131,0.836829201437,0.837426612,0.833100005306
132,0.824165864997,0.836003965681,0.831429204611
133,0.845982024709,0.834034335327,0.832379087229
134,0.83673653346,0.831039149844,0.836949487268
135,0.838198575289,0.839647299644,0.84568651544
136,0.835863516852,0.83309233581,0.832048638032
137,0.837056318075,0.829747679099,0.838129641396
138,0.83067997649,0.834069833589,0.829363384517
139,0.83282261035,0.824093763931,0.836157028767
140,0.831175370913,0.830517618333,0.831610911378
141,0.823797076882,0.827890322588,0.83631978478
142,0.820931799297,0.83492938731,0.834805108569
143,0.832698376753,0.830889622453,0.829987531963
144,0.832179571266,0.83793988239,0.835839779087
145,0.841005829973,0.836673755391,0.839426355124
146,0.846617856031,0.841452526988,0.831893124518
147,0.82983399208,0.825553764504,0.826348134754
148,0.837757705188,0.836024136417,0.837484545614
149,0.827072318223,0.83431594359,0.827065865631
150,0.828887315603,0.826190745228,0.836260909436
151,0.8260379636,0.828744140298,0.831976960562
152,0.827497342541,0.834165651523,0.836588089322
153,0.838802188769,0.833229249995,0.839772571766
154,0.827349592037,0.835552279422,0.83121258778
155,0.824997140082,0.833955782479,0.839345230872
156,0.839025893079,0.843869761612,0.834010698126
157,0.836918543117,0.833342316156,0.83865155324
158,0.832137814933,0.839627590573,0.831465904383
159,0.836023819538,0.832127355192,0.831492566861
160,0.834279086737,0.83660361547,0.831090874824
161,0.837266722165,0.828608275262,0.831751766126
162,0.832398274377,0.835604024922,0.838480673209
163,0.842332578824,0.831855625134,0.832779462408
164,0.836066787684,0.828420849608,0.834390057011
165,0.836092017407,0.841000248228,0.8354473391
166,0.833806239065,0.83325367296,0.831766452729
167,0.834091798985,0.833527985432,0.828677910993
168,0.839262953814,0.835846690675,0.824350315334
169,0.826052282578,0.82852102456,0.830606915338
170,0.830257616215,0.833784403293,0.838568317653
171,0.83143165746,0.831778143504,0.833703669325
172,0.839783321375,0.837760244291,0.839933263211
173,0.838402183555,0.833953624507,0.835419523967
174,0.836360675474,0.831498070105,0.83866878159
175,0.832633649445,0.834168626354,0.844276869185
176,0.838100257126,0.831297736108,0.830477078618
177,0.839652550314,0.835284231058,0.83057859154
178,0.826902381961,0.82701171543,0.832352126611
179,0.834429978715,0.836173536656,0.834433122159
180,0.829246907941,0.837416053183,0.836201485841
181,0.831953601674,0.835072082814,0.842380762181
182,0.831969261364,0.83307551893,0.836077117579
183,0.822155217449,0.821187090926,0.827712232155
184,0.833619045527,0.82953170003,0.835863443729
185,0.83967788099,0.828542790376,0.836726225496
186,0.841359918144,0.834106063197,0.83818206541
187,0.825828185242,0.839032942276,0.842202141488
188,0.838586602101,0.831860847436,0.850183036901
189,0.836605122937,0.834201973464,0.836244871486
190,0.834146082541,0.826363294254,0.83437172813
191,0.832816215783,0.832326937083,0.831248478236
192,0.83852702768,0.824993757997,0.834681907688
193,0.819883935966,0.832867543326,0.838924146943
194,0.839683016832,0.834382994721,0.837206132564
195,0.829980710369,0.834768016589,0.833644024586
196,0.831358007527,0.83000889276,0.83463219566
197,0.837274595163,0.825819490803,0.833511963129
198,0.834098316078,0.828707379716,0.835972016023
199,0.829705270457,0.822606886457,0.830123020248
200,0.828533646964,0.825190646013,0.823698117122
201,0.832223754235,0.834845275485,0.834986874478
202,0.837590188234,0.831213314579,0.828697404324
203,0.832713124469,0.830644732295,0.822962412268
204,0.837327896875,0.846510491018,0.831762505921
205,0.832278148019,0.830100690418,0.831052651428
206,0.829740895389,0.837482453413,0.838072101804
207,0.835628860451,0.829053661275,0.82956951784
208,0.831286429675,0.830731710425,0.830373699047
209,0.833136924064,0.835926383729,0.841665208503
210,0.836761380329,0.823543646628,0.830641924832
211,0.836051340511,0.843924420663,0.830250885316
212,0.836763696557,0.833994083069,0.840126872664
213,0.815266350082,0.838852549365,0.831482398809
214,0.838562225071,0.832274124055,0.824129126595
215,0.839138270967,0.843080016951,0.833282700156
216,0.836476310267,0.830252482207,0.839634114543
217,0.835516329407,0.839205012084,0.83937308797
218,0.832832560133,0.84319676118,0.835943691132
219,0.844578157539,0.832947232087,0.824225635025
220,0.825522187269,0.8325411767,0.828260884536
221,0.835689047076,0.839034233534,0.83742439185
222,0.834437765312,0.847225952442,0.828756922161
223,0.835730814819,0.836516490384,0.832723836908
224,0.829068093132,0.820299821023,0.831004391184
225,0.833723718448,0.832294436596,0.841191790069
226,0.835127900824,0.835585634914,0.844438399945
227,0.827888001674,0.828213759159,0.832511939867
228,0.834945469926,0.83238543224,0.835526907104
229,0.833811104751,0.833598808451,0.83816539876
230,0.831231898344,0.848442307895,0.842799425853
231,0.838618511121,0.833063326426,0.842193675362
232,0.831972983696,0.84369115152,0.828678481861
233,0.836932312904,0.842145718212,0.839814962821
234,0.827605626431,0.821399276817,0.83203352214
235,0.825656348635,0.837191421393,0.830415363337
236,0.823036542127,0.829738884972,0.830754510297
237,0.83222413373,0.840005490085,0.831192625124
238,0.838177014537,0.840026224062,0.843118812954
239,0.834773308313,0.827902082983,0.833576268587
240,0.832737796435,0.841508289423,0.831674136016
241,0.832467888894,0.824312419292,0.833588036896
242,0.836937846624,0.839147529034,0.825580021768
243,0.827807787783,0.821365864849,0.828653237036
244,0.837819383021,0.834115918687,0.83643879714
245,0.837780326551,0.845528510419,0.83375404187
246,0.83522999384,0.833585140104,0.836990603702
247,0.830156192323,0.835684071992,0.830421029177
248,0.831221566071,0.836056113613,0.83070841243
249,0.822151827059,0.823966872623,0.826612198547
250,0.836145846199,0.831162306533,0.829447409097
251,0.840372413992,0.836218771635,0.843057211865
252,0.842731960621,0.832830810596,0.843578185294
253,0.822285426817,0.84370091632,0.834765403888
254,0.838550954402,0.833968390258,0.830355428058
255,0.842756474069,0.841401521287,0.822452849892
256,0.833957393243,0.833179013552,0.837557396681
257,0.829747183559,0.841809004142,0.833968632158
258,0.826204754591,0.825945850221,0.831768806759
259,0.839040099729,0.827288457934,0.839912917248
260,0.83239454877,0.836452396697,0.83399298755
261,0.829778729132,0.836395202712,0.829901228264
262,0.827814579172,0.839024971709,0.834498787577
263,0.825752525351,0.84189876473,0.838213104575
264,0.84211025139,0.83634837093,0.838123068327
265,0.831214999189,0.833041913753,0.831111512507
266,0.834950326467,0.838204503985,0.836103377937
267,0.834828686506,0.833642672076,0.83986717382
268,0.828053814818,0.831314443898,0.837535725946
269,0.840645163357,0.845138433845,0.827158002143
270,0.837806319011,0.848005702851,0.840101345276
271,0.824885625522,0.827653144444,0.829858867626
272,0.828887050174,0.836705917329,0.847333350411
273,0.833412430233,0.834016599257,0.827554925083
274,0.826253203299,0.835880460206,0.827489668076
275,0.838946701319,0.838073040736,0.844080705393
276,0.834545267605,0.827021539194,0.839282042559
277,0.833890342517,0.832746570591,0.828075455251
278,0.829749426873,0.837507250705,0.82758637486
279,0.828363769221,0.832300488421,0.825201251109
280,0.841067534601,0.831270967115,0.830983834911
281,0.830965526291,0.838844736347,0.829073825093
282,0.839741054741,0.835798518752,0.822411827428
283,0.833904703328,0.835544542832,0.833878845455
284,0.836067868298,0.837934811697,0.831124760629
285,0.833267942108,0.841519017889,0.84579912914
286,0.836302683378,0.833001325804,0.831389661408
287,0.832268945359,0.828930372273,0.833649872034
288,0.841070103337,0.825823556102,0.837025162562
289,0.822096496428,0.831659960679,0.835380343905
290,0.827485027703,0.834609484739,0.825375500038
291,0.82409604955,0.831155041175,0.838218206543
292,0.84263164192,0.841797986271,0.836640952034
293,0.840171506706,0.836273955601,0.829323621561
294,0.842965960736,0.831766902172,0.833921570418
295,0.831563669829,0.828631512722,0.838196516138
296,0.826853167119,0.838917489694,0.829981600766
297,0.836963236301,0.839457568131,0.82653870636
298,0.833376574253,0.836261798001,0.832097727579
299,0.83683571261,0.829675790652,0.829368873062
300,0.831498784129,0.832544295552,0.832524585793
301,0.837202184848,0.832463347579,0.839553090429
302,0.834421959067,0.832278170236,0.830544523161
303,0.835310219383,0.839710816912,0.839544625732
304,0.830297940808,0.839235782725,0.840160703665
305,0.835178878349,0.829581435388,0.828441249754
306,0.838963476008,0.828301564251,0.842877920311
307,0.841329023978,0.838665119505,0.843574846436
308,0.833526865943,0.828860528893,0.84013633121
309,0.845796460108,0.828348980817,0.828527549994
310,0.840041367705,0.831096442014,0.84299074898
311,0.831406748399,0.83128962962,0.833429448239
312,0.831631427154,0.846628978952,0.831522252741
313,0.835097570922,0.840585616707,0.839510463048
314,0.831502777546,0.844138752396,0.832588123197
315,0.840663430511,0.83271857621,0.834425176776
316,0.833414801501,0.833700414401,0.841025127705
317,0.840937903828,0.838313257181,0.837374401333
318,0.826202948323,0.836403965472,0.828865424964
319,0.832637825228,0.82796767486,0.835021749543
320,0.839159441572,0.837610061451,0.833858107025
321,0.835205818865,0.839444611409,0.845994844679
322,0.848483073228,0.846048109688,0.845429043505
323,0.837667997074,0.830229054107,0.842275956141
324,0.835696679416,0.83945470855,0.834901803879
325,0.837936565723,0.836281651986,0.844155377572
326,0.849671723911,0.836541766304,0.831089694214
327,0.843565765037,0.832827774616,0.832870604219
328,0.840572421881,0.845559256752,0.842228533536
329,0.83728018204,0.830865581371,0.840224701224
330,0.83787811115,0.83100067814,0.826171809019
331,0.836112477316,0.835859682546,0.839992137286
332,0.840240290599,0.83353108119,0.833019145582
333,0.835469201544,0.825878296994,0.833536682057
334,0.833545205967,0.83625637415,0.842355962327
335,0.822719426243,0.835453420419,0.843394981867
336,0.844302557366,0.829982444328,0.833779727149
337,0.834067724434,0.83419802017,0.829669019249
338,0.841374825302,0.828342589208,0.824991244745
339,0.836621514345,0.839138530529,0.843114476933
340,0.839611277135,0.8354341568,0.841762431164
341,0.830074240762,0.831788720881,0.830955301927
342,0.843069472957,0.853693000442,0.840313238752
343,0.838298221192,0.836505570519,0.836710920001
344,0.833597984132,0.837560193513,0.824570087146
345,0.84196066582,0.83781215431,0.837579257611
346,0.84109495038,0.834943638135,0.840797533288
347,0.832761091342,0.834973160088,0.833357209341
348,0.836636366136,0.842486935927,0.839215140236
349,0.831875861309,0.833655615598,0.833364453308
350,0.834586586931,0.834932835884,0.837929876967
351,0.834667081476,0.834789493989,0.844179341655
352,0.837783908725,0.834536560924,0.835424060115
353,0.834929060865,0.85431936128,0.844123574133
354,0.838159213076,0.844293848754,0.841824773644
355,0.822887519543,0.837287631072,0.832613347504
356,0.8277275919,0.830345597388,0.835533897254
357,0.835386689713,0.838253422064,0.839493993976
358,0.840177859045,0.830005990844,0.831792637501
359,0.835564663209,0.831303271939,0.832827773275
360,0.836527904301,0.835090237363,0.827407534243
361,0.830904653622,0.832272474588,0.837787629138
362,0.831449352453,0.832522818339,0.825868490335
363,0.838015846383,0.825537768269,0.833315258291
364,0.838008740152,0.832014895077,0.838256061917
365,0.832066565181,0.834118672915,0.834623050589
366,0.834136572408,0.844503806115,0.838311008423
367,0.830731985238,0.830293429456,0.83415289809
368,0.832389359276,0.828923830799,0.834912326405
369,0.826782029642,0.832122550706,0.827071223381
370,0.829440729225,0.831059542412,0.817369916703
371,0.824674257243,0.827201660798,0.834275780636
372,0.82948125509,0.820325318239,0.822812796434
373,0.833702412517,0.828338699186,0.824698660042
374,0.83089648903,0.838733557265,0.834987771019
375,0.828211113292,0.836484916127,0.833374486182
376,0.832445105225,0.834705110143,0.839529472553
377,0.830601317405,0.840678771983,0.833442273688
378,0.831197607842,0.83549992563,0.832559806709
379,0.830779280405,0.833623058825,0.838657543136
380,0.828028592477,0.829942910566,0.839406986902
381,0.827883719054,0.828276497842,0.835410154068
382,0.832784761712,0.830214118355,0.83651278035
383,0.828979131178,0.830626963999,0.829668503254
384,0.846149125582,0.837309943628,0.832564425637
385,0.835576365956,0.827504187412,0.833928351458
386,0.814262474035,0.832972923514,0.834926685218
387,0.827670537237,0.847797707045,0.834095005872
388,0.831662707671,0.835258089875,0.835925227131
389,0.829891715187,0.834008754069,0.81841905058
390,0.82313088719,0.823527627564,0.826812950351
391,0.835734151714,0.822761255317,0.821762579211
392,0.834760309953,0.831048731765,0.82977158012
393,0.825550123732,0.833796198137,0.835030266103
394,0.821678782735,0.825955154162,0.840508557314
395,0.83418935768,0.834576281953,0.826455173347
396,0.829222611204,0.830996165598,0.838245256885
397,0.828404216235,0.828788710897,0.842295572737
398,0.837641543332,0.846673895608,0.838360877294
399,0.825797696513,0.842576887798,0.844551616913
400,0.832240534019,0.844290567024,0.832333671952
401,0.83132905881,0.837647629254,0.832004898215
402,0.840441272093,0.834061819542,0.832891322713
403,0.82491949138,0.838985158096,0.830109605251
404,0.826550797869,0.827956636753,0.833471366975
405,0.82949809457,0.829963189798,0.825539808114
406,0.825992062166,0.838546024418,0.828513227312
407,0.831660432496,0.825721093947,0.835281304576
408,0.834559039517,0.838637787358,0.839371150107
409,0.829891716478,0.841839284361,0.838128753417
410,0.832121442578,0.830364179548,0.822426138094
411,0.837928571086,0.831365495992,0.839271137507
412,0.82220940822,0.834088783583,0.835418013289
413,0.831386552549,0.827913737118,0.840718447345
414,0.83463962423,0.831484924767,0.834694648878
415,0.825789585426,0.837003251002,0.832055109671
416,0.837477513234,0.825852190077,0.821110908096
417,0.830124173929,0.825277036435,0.830744986479
418,0.835332505203,0.836658415697,0.830979684664
419,0.839868085249,0.830535427605,0.845087749952
420,0.833690984345,0.831924059021,0.832164410665
421,0.830989156261,0.830476663997,0.829257314214
422,0.830919498273,0.825285156989,0.826303645948
423,0.823247966685,0.829666705376,0.83835209521
424,0.837942246976,0.837689462046,0.832020229156
425,0.828650371409,0.840167722076,0.827627233331
426,0.838519741503,0.829412684777,0.836482018131
427,0.832299838296,0.834582888034,0.824576511715
428,0.831867865637,0.833788806097,0.829171931675
429,0.832619639756,0.838594637269,0.837926519371
430,0.84161289146,0.842389693521,0.83295081317
431,0.837343703926,0.835107895829,0.844785172279
432,0.83405455775,0.831095701503,0.834043042944
433,0.829717873757,0.832560558371,0.826357319035
434,0.837880173428,0.833526558419,0.831159192302
435,0.832919932735,0.825734602561,0.819894350646
436,0.844249422662,0.840406490144,0.845297104532
437,0.821580498544,0.839003769574,0.8352570516
438,0.828052552463,0.832717613404,0.833458264596
439,0.834003510284,0.835757838768,0.834166504662
440,0.833759136368,0.830620131259,0.822825595229
441,0.836009541369,0.833697271724,0.827226675794
442,0.833190785056,0.832535493988,0.832982387435
443,0.829925728887,0.834734232216,0.826311215671
444,0.831315760934,0.836387500497,0.82468461711
445,0.838309823407,0.83089981971,0.835055196445
446,0.827715976742,0.837637457246,0.837502572398
447,0.839222923876,0.833462815098,0.840714394254
448,0.832563942894,0.83111006279,0.830150746308
449,0.836627808128,0.822214394053,0.832082816774
450,0.829000654863,0.81952011128,0.826199383909
451,0.827175481889,0.834389553318,0.8316069387
452,0.824435380961,0.830840523622,0.830867163461
453,0.82453030504,0.828880204577,0.833424369181
454,0.835207027448,0.832778762886,0.839560267688
455,0.842793998044,0.839142755164,0.842487277266
456,0.838168737853,0.838734535825,0.844176714044
457,0.838908677655,0.840375403433,0.828643626289
458,0.84363274403,0.832450938365,0.829282590105
459,0.831620769248,0.834356609243,0.832881307147
460,0.829831136663,0.827629879719,0.833883677724
461,0.825550976715,0.847358659793,0.832945663216
462,0.826795768845,0.840685077532,0.836548954821
463,0.830732169612,0.83082619179,0.829911641645
464,0.825869088559,0.838761944125,0.841983651795
465,0.840665021466,0.827388732666,0.833036905389
466,0.837345569952,0.83922880385,0.838015623676
467,0.833348778039,0.836605476338,0.827168134586
468,0.840210590763,0.830539494149,0.835538654127
469,0.825374654526,0.827462081677,0.82371927239
470,0.828768168312,0.827529865198,0.835307973348
471,0.831108275988,0.836048591054,0.841300673703
472,0.827080253802,0.826585626925,0.837662206975
473,0.820005268886,0.838696245079,0.833824643087
474,0.824335609376,0.838586820018,0.826760492546
475,0.830407904736,0.8369978158,0.829209628383
476,0.828078612518,0.836018643266,0.828180398434
477,0.829311229907,0.826712767778,0.827541574309
478,0.83503810506,0.832235865232,0.834750145601
479,0.827500827404,0.828709695373,0.82939377028
480,0.837270927688,0.825297818265,0.825106696628
481,0.817133444562,0.828750401658,0.8214295069
482,0.83146180251,0.827672154554,0.842456606191
483,0.845238412822,0.827504737275,0.829905459127
484,0.832520322498,0.834942087191,0.839190995544
485,0.834709793793,0.829124756241,0.821897269198
486,0.829611641609,0.828513881141,0.835330342475
487,0.8329439302,0.830478730525,0.835156419504
488,0.832861618759,0.836176841346,0.835122152302
489,0.822793937276,0.824256835838,0.82549023072
490,0.842400015563,0.837359195535,0.833578366655
491,0.826038008522,0.824694282999,0.830881550468
492,0.830246945699,0.836927722902,0.850770862449
493,0.842409426633,0.833754577165,0.842428048795
494,0.83465478625,0.837110871395,0.829550293234
495,0.833181278902,0.834697434129,0.836380208515
496,0.828866031594,0.836349696715,0.82873591854
497,0.832391241986,0.842820085829,0.850017603272
498,0.837529381366,0.846979852255,0.843724620686
499,0.84480474372,0.836406918938,0.838636546221
500,0.836442428051,0.841599436003,0.841769513132
501,0.833593013956,0.831653946304,0.831725204529
502,0.846044952011,0.844408257312,0.835744273427
503,0.836105529876,0.830625116451,0.84143517669
504,0.835717627471,0.825295968444,0.838889205049
505,0.843127329156,0.832954669061,0.826404878157
506,0.827284726909,0.829913186778,0.839331556497
507,0.839334426694,0.834943152844,0.826655638349
508,0.829768626733,0.823861741513,0.846522765491
509,0.826498525999,0.832813455654,0.83413462625
510,0.824513924337,0.828546713169,0.829355530844
511,0.832159918399,0.839791155248,0.838154825943
