config_idx,W14_mean,W14_var,W23_mean,W23_var,W33_mean,W33_var
0,0.068701254408,0.238085003547,0.016000174699,0.246204702346,0.010845445098,0.243381395735
1,0.106769927583,0.244459813142,0.039468325533,0.249324361522,0.010148433132,0.244874038157
2,0.092361347137,0.248881811036,0.041027669688,0.255542664008,0.028687262247,0.246136978781
3,0.064098796237,0.240477555295,0.016923149229,0.240548536493,-0.001479344781,0.248028604452
4,0.104430094031,0.23950498528,0.027049371603,0.253497811325,0.011274946975,0.251718384342
5,0.096588366029,0.245989976165,0.041357940072,0.256580826951,0.024762090911,0.245760876283
6,0.097011172455,0.239703035948,0.023804453649,0.244190435398,0.008704361204,0.254117294086
7,0.072501427241,0.241806261872,0.044813775136,0.252303081538,0.001414208365,0.24960115557
8,0.064411822815,0.24320371735,0.036006157332,0.241598032698,0.016859844957,0.26039338788
9,0.079454629189,0.245495733915,0.032040555786,0.253134296507,-0.010400370723,0.257474773504
10,0.084251409099,0.240888780152,0.024320993469,0.253177485128,-0.015471409806,0.24951481127
11,0.093242271357,0.240797384805,0.011332986696,0.245892023853,0.010937320575,0.251599706919
12,0.104596094087,0.245459231872,0.034626641608,0.247840734062,-0.009228691472,0.253704267857
13,0.076972195689,0.23673583054,0.023346599154,0.241471089859,0.020753854674,0.253127067756
14,0.083704663468,0.251779248875,0.017803457683,0.247511203692,0.006612983935,0.254537529502
15,0.091755864581,0.23870955689,0.037329207108,0.240321717658,0.023121471066,0.249436731467
16,0.088934971307,0.250225816324,0.013083585322,0.241755083189,-0.019080191613,0.248037970213
17,0.07015444954,0.251756328418,0.023121002417,0.247628813867,0.000443503194,0.247260584609
18,0.072430769537,0.237116890572,0.029793719177,0.248388729255,0.002406949673,0.242424248718
19,0.057203929631,0.247424224596,0.023107101351,0.244082152333,0.005746490155,0.248649486392
20,0.076498108444,0.241587382338,0.030411237544,0.24411084531,0.008296764253,0.250804871812
21,0.077877340132,0.242673814826,0.013822389203,0.258296627475,-0.004021921971,0.262686533323
22,0.068573722878,0.250310950778,0.027051106234,0.253557616193,0.003864804681,0.247712662373
23,0.080938225812,0.245730755038,0.011569811341,0.256618680108,-0.031312054288,0.249262099472
24,0.106235573938,0.23890392264,0.034078702885,0.250436552581,-0.009434093284,0.242890223238
25,0.097259197808,0.242931087885,0.034093907233,0.237811920282,0.003737482225,0.248786638825
26,0.081082741453,0.248385135212,0.02132194794,0.254700755862,-0.0009600835,0.253637031322
27,0.061279532689,0.23873577756,0.021407776869,0.249296533201,-0.006217509968,0.237096344379
28,0.074384554862,0.243622363615,0.028279136359,0.245221060766,0.003588635672,0.251775141786
29,0.089207602463,0.241735195378,0.021120166071,0.241287063666,0.014428882613,0.25298097627
30,0.07212144864,0.240644322468,0.02468664805,0.244691132758,0.000525513974,0.250787027525
31,0.069974572972,0.248906071994,0.016925084182,0.244081938546,0.007599334734,0.248773440372
