sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm,action_i,action_j,action_agree
69,147481,0.05293750050580172,0.03528741772256099,2.018551571218696,0.2367594566431921,0.23641300561094114,0,0,True
69,147478,0.05368013217049424,0.04116728368207777,2.3548984460298157,0.2367594566431921,0.22326948019900028,0,0,True
70,147480,0.03211815770584257,0.025838714745758412,1.4780559648312241,0.2400052562918836,0.23083204062396406,0,0,True
70,147481,0.03640150913976843,0.025245099894534776,1.4440993234000739,0.2400052562918836,0.23641300561094114,0,0,True
70,72,0.04232958172513512,0.03060475559165297,1.7506885307393292,0.2400052562918836,0.2489914950513734,0,0,True
70,68,0.04334336167268841,0.033914550317473334,1.9400192263641483,0.2400052562918836,0.2342878775449152,0,0,True
70,147479,0.048275675005934986,0.037881520420021034,2.1669424259145544,0.2400052562918836,0.22653420204443267,0,0,True
70,147482,0.056080501451707676,0.03713345979737534,2.124150999319378,0.2400052562918836,0.24323019466384838,0,0,True
71,147481,0.02972541171386311,0.023444326672828468,1.3410894164507248,0.24402952081481824,0.23641300561094114,0,0,True
71,147482,0.038626526968175916,0.026691583112931943,1.5268427249205059,0.24402952081481824,0.24323019466384838,0,0,True
71,73,0.0406553312675428,0.029180986424251265,1.6692444445637067,0.24402952081481824,0.2546138506145519,0,0,True
71,147480,0.042798106825218,0.03402609007403937,1.9463996521759743,0.24402952081481824,0.23083204062396406,0,0,True
71,69,0.043194200689033645,0.03241353949351747,1.8541566738550925,0.24402952081481824,0.2367594566431921,0,0,True
71,147483,0.05859689915482779,0.039853299782952656,2.279734423403153,0.24402952081481824,0.25099400205035793,0,0,True
72,147482,0.02891714839430368,0.022887252371160384,1.3092230096833422,0.2489914950513734,0.24323019466384838,0,0,True
72,147481,0.03739476609875565,0.030351718033443397,1.736213984465723,0.2489914950513734,0.23641300561094114,0,0,True
72,74,0.03845594774380867,0.02815386762345732,1.6104900101794268,0.2489914950513734,0.260320001315774,0,0,True
72,147483,0.040989363581083904,0.029245195349389096,1.6729173975619183,0.2489914950513734,0.25099400205035793,0,0,True
72,70,0.04232958172513512,0.03060475559165297,1.7506885307393292,0.2489914950513734,0.2400052562918836,0,0,True
72,75,0.05595397038461446,0.041166099793742285,2.3548307238836803,0.2489914950513734,0.265777825434649,0,0,True
73,147483,0.029217312670839622,0.02371125745044791,1.3563586986862979,0.2546138506145519,0.25099400205035793,0,0,True
73,147482,0.032429936484569474,0.027683244631218618,1.5835688909322196,0.2546138506145519,0.24323019466384838,0,0,True
73,75,0.03629987589018554,0.02725341717919293,1.5589814052323334,0.2546138506145519,0.265777825434649,0,0,True
73,71,0.0406553312675428,0.029180986424251265,1.6692444445637067,0.2546138506145519,0.24402952081481824,0,0,True
73,147484,0.0429225775374871,0.03164260950749191,1.810057047556947,0.2546138506145519,0.25918945623231093,0,0,True
73,147481,0.05211165060787081,0.0410521272750853,2.348311136408632,0.2546138506145519,0.23641300561094114,0,0,True
73,76,0.05288939614632888,0.03998711194162582,2.2873889008506536,0.2546138506145519,0.2710144799718458,0,0,True
74,147483,0.02836826379126329,0.026005470557166455,1.4875949231016772,0.260320001315774,0.25099400205035793,0,0,True
