config_idx,W14_mean,W14_var,W23_mean,W23_var,W33_mean,W33_var
0,0.057913247757,0.247242936882,0.011093611305,0.251895893942,-0.0087638232,0.25212130696
1,0.050034524889,0.249922720709,-0.005193388332,0.250251591805,-0.019251732367,0.252667347527
2,0.053806498257,0.247919477495,0.010080885936,0.251262902439,0.001621580908,0.248610332335
3,0.043819053684,0.248715885779,0.007611567616,0.250047416838,-0.003138527951,0.248641217345
4,0.046079997536,0.249650247263,0.013337996512,0.248297671088,0.010208025212,0.254244224027
5,0.044853346433,0.248300830927,0.000785881108,0.246345559807,0.002485945014,0.246952670164
6,0.039945821063,0.250263193365,0.017730050387,0.250935181905,0.007067523485,0.251101803925
7,0.038490605899,0.250641348418,0.009444969487,0.247410557459,-0.00291664366,0.246441794987
8,0.048124881403,0.249681895335,0.004568447169,0.250663153687,0.005956272676,0.255505232871
9,0.051894352606,0.248391930772,0.013444136041,0.250382073999,0.022521518253,0.244675580201
10,0.042990923723,0.245335894348,0.006783588964,0.249681356729,0.009343758806,0.248384673386
11,0.044185661006,0.247274797629,0.014776263563,0.252444599018,-0.002738089368,0.249252993118
12,0.033818986466,0.244527794369,0.004724975531,0.249652226532,0.004771119662,0.250863968194
13,0.042987641138,0.245590324983,0.015050856065,0.247598117508,0.011050588583,0.247127826046
14,0.04386970311,0.251300850582,0.009889555504,0.249672422045,0.018234040432,0.254701649616
15,0.035611115064,0.253859889125,0.006959855393,0.246461330367,0.001718388998,0.252320404094
16,0.051864914641,0.244034696902,0.007504247796,0.250512863429,-0.00148244597,0.245351084419
17,0.046681399289,0.248669056426,0.009100908097,0.248103756023,-0.007937573228,0.25494332856
18,0.051630098194,0.248078166462,0.007748085527,0.248637279075,-0.004114724055,0.251701550664
19,0.04963074753,0.246349055517,0.00079776875,0.249890770696,0.004407331197,0.248527046541
20,0.040770702574,0.248393786369,0.011062430453,0.245431442596,0.010149246543,0.264922123949
21,0.052243972254,0.247611533531,0.011236667591,0.251279618972,0.007101932834,0.248437678329
22,0.036130960545,0.244239394427,0.007586589454,0.247992316953,0.008708185875,0.252566908415
23,0.049123946841,0.252253114143,0.009745041494,0.251738937765,0.004118115444,0.243496539434
24,0.041391368033,0.247344911394,0.009406746115,0.250554112725,-0.004454337781,0.255382153748
25,0.046358830044,0.24854747909,0.017588322912,0.252852420262,0.009307874318,0.250901034456
26,0.039988056275,0.247569501912,0.002019360399,0.247042890617,-0.000105083296,0.248855637934
27,0.051255408245,0.248451685165,0.008741777641,0.251679131648,0.001630951149,0.256803395485
28,0.04625343347,0.245364560018,0.009434895432,0.252283823583,0.008309775875,0.246510293054
29,0.053205939802,0.25014937871,0.009114921239,0.253209261757,0.001069359064,0.246492802231
30,0.039950199652,0.247263074224,0.013164763625,0.251461808079,0.008839167499,0.248109035563
31,0.048737108752,0.249177198376,0.004299498302,0.247275201968,-0.003734844121,0.256961373662
