seed,terminalOutcome,steps,terminalAlignment,terminalDistance,pathEfficiency,saturationCount
10000,timeout,200,0.7885228648747316,1.0340079486024816,0.9868435342145072,118
10001,timeout,200,0.9836549370401955,0.2723243053139281,0.9011092266476224,51
10002,success,105,0.9997607758958155,0.032812150992532395,0.9867965786151406,86
10003,timeout,200,0.7799549222337212,1.0575141551745648,0.9868824427210575,111
10004,timeout,200,0.9852972176445388,0.2581738326359963,0.8447738881412811,53
10005,timeout,200,0.8013346736574705,0.998320938979957,0.9336928727903191,41
10006,success,84,0.9969508255443276,0.11722733029604437,0.9902681268258209,74
10007,timeout,200,0.8723558109954246,0.7839072277695659,0.9628166993275867,16
10008,success,120,0.9995433799431602,0.04533497025320499,0.7870459613124328,99
10009,success,88,0.9999509280245248,0.014860326643380826,0.9872655736975534,76
10010,success,56,0.9941984336178422,0.16181184688833283,0.9283364026496211,20
10011,timeout,200,0.7609401837725004,1.1087841848474271,0.9978400934737428,139
10012,success,92,0.9990516373755902,0.06534261030468977,0.8478797673793933,76
10013,success,96,0.9967461596266822,0.12110390293029602,0.9145720477985527,63
10014,timeout,200,0.8061364401335751,0.9847640408117785,0.9324528604473655,10
10015,timeout,200,0.9116725208833938,0.6450852200811431,0.9794953813893779,89
10016,timeout,200,0.9444936097133353,0.5069305774276113,0.9934985345357878,61
10017,success,73,0.9999394031167148,0.016513456242636185,0.9987438447141422,62
10018,success,120,0.9920872486069202,0.18907407286702207,0.9025673703103395,74
10019,timeout,200,0.9409381398025605,0.5234027718168063,0.9943245261106972,50
10020,success,99,0.9918685494556044,0.19167970675457482,0.9743240863888494,86
10021,timeout,200,0.9740155067710651,0.3442037861582905,0.9434768407045444,38
10022,success,90,0.9994924267573823,0.04779811143598085,0.9400472335443711,51
10023,success,154,0.999260898613911,0.05768176447364596,0.7550910470700836,126
10024,success,80,0.999783516752605,0.031213459832902836,0.9978946427765176,67
10025,success,136,0.9998601229944188,0.025089650291867358,0.957984333998746,91
10026,timeout,200,0.9205730735728559,0.6102581712945139,0.939781094741815,25
10027,success,79,0.9984196261558458,0.0843641380252049,0.9577904369404062,55
10028,timeout,200,0.8135914492453669,0.9635020749123647,0.9815907082524504,10
10029,timeout,200,0.746908428042102,1.1459306673778038,0.9421210819198326,66
10030,timeout,200,0.8453409581536996,0.8695220210331355,0.9989535812167936,96
10031,timeout,200,0.7900179295472551,1.0298778430820266,0.8447324149524947,102
10032,timeout,200,0.8756951140829592,0.7728633861169891,0.9659322110511003,83
10033,success,68,0.9978573838152782,0.09824518776385106,0.8550695276930307,53
10034,success,65,0.9999443297292794,0.01582792442660971,0.9297631057765355,46
10035,success,118,0.9987811481708677,0.07408224179368199,0.9945366088976094,104
10036,success,69,0.9998739991812784,0.02381258929038148,0.9998295751106373,54
10037,success,111,0.9990478026567894,0.06547464677175643,0.9131279625181972,69
10038,timeout,200,0.9326733051721647,0.5600458249706534,0.9891300055819411,0
10039,success,118,0.9998398862612605,0.02684342586940607,0.9815265566444975,96
10040,success,115,0.9965142992795253,0.12535172389142088,0.9839756969411467,89
10041,timeout,200,0.7667707087658355,1.0931850736930506,0.8185377356853378,73
10042,timeout,200,0.9896023638673824,0.2168739527590993,0.9610930854975687,53
10043,success,119,0.9998183652717111,0.028590741795771105,0.9437783915139358,82
10044,timeout,200,0.9704661647175488,0.3672932525235851,0.98932805718901,22
10045,success,48,0.9995963519157036,0.04262373839200469,0.9630350540568432,29
10046,success,66,0.9988304883091308,0.07256640038626319,0.9899374399752571,41
10047,success,96,0.9999253496520029,0.018328641660758545,0.9859929977256283,82
10048,success,84,0.9984556228789072,0.08339705662147189,0.9853977040636591,45
10049,timeout,200,0.9394875231052675,0.5299937099427724,0.8672706255975449,67
10050,timeout,200,0.7392777774282957,1.1659189320586667,0.9677645968248879,125
10051,success,100,0.9979913734699487,0.09512049918776656,0.9987373805113772,85
10052,success,86,0.9987254819662056,0.0757561162680717,0.8244384156973643,70
10053,timeout,200,0.9299765653566143,0.5715605940066154,0.9571217195019143,56
10054,success,116,0.9990831749347654,0.06424644137057342,0.8350393261744737,84
10055,timeout,200,0.8506752407151907,0.853089560430622,0.818847906431992,84
10056,success,96,0.9965300317611243,0.1250680272440201,0.9906793252327055,57
10057,timeout,200,0.9533485991542032,0.4636657512646795,0.9430576845079127,99
10058,success,91,0.9996403365898658,0.04023402130523305,0.9004817466180653,72
10059,success,39,0.9965053278738671,0.1255132160569821,0.9775284196402848,24
10060,success,97,0.995148321285902,0.147938123593693,0.9107697982753241,70
10061,success,101,0.993439459208129,0.17210375004244755,0.8292326522775553,68
10062,success,40,0.998147415259454,0.09134748513794066,0.9213454808067921,20
10063,timeout,200,0.7338029141287639,1.1801765041841503,0.8576562831354447,85
