seed,terminalOutcome,steps,terminalAlignment,terminalDistance,pathEfficiency,saturationCount
10000,timeout,200,0.9177104166575437,0.6216351403821802,0.9827637657415094,104
10001,success,77,0.9918235814343405,0.19221115898976088,0.9372883797628629,42
10002,success,105,0.9990438220944327,0.06561142437663812,0.9942600521558157,85
10003,timeout,200,0.9033383744022903,0.6763588764318746,0.9822690413890339,99
10004,success,133,0.9990230263846425,0.06632141617256768,0.9162898603662568,52
10005,timeout,200,0.9077586285853967,0.6599207791149437,0.9744896152098489,28
10006,success,84,0.9986096394981542,0.07912632794658088,0.9968525438168403,72
10007,timeout,200,0.9518909811707781,0.4710323221000091,0.9630624483479029,14
10008,success,110,0.9971033218977887,0.11425395910570985,0.8637050843089673,83
10009,success,95,0.9989794035778099,0.06778664421596144,0.9276299026652349,80
10010,success,50,0.9957003485296101,0.13924850803617506,0.9550515672848686,18
10011,timeout,200,0.8648230308779247,0.8084161781088102,0.99462403191353,128
10012,success,91,0.9968638523288952,0.11889003573496458,0.8955227851918826,65
10013,success,90,0.9977101739619536,0.10156787210512536,0.9411455218170269,61
10014,timeout,200,0.8894672323807687,0.7260142895292081,0.8824841954179897,11
10015,success,99,0.9954031536558805,0.14399131744081542,0.9658868641404104,81
10016,timeout,200,0.9743870683917463,0.34170153732869646,0.9807851692981577,66
10017,success,74,0.9995142251100793,0.04676021947608892,0.9865110966537316,62
10018,success,131,0.9936893248979185,0.1687839510397271,0.8350905929106142,83
10019,success,62,0.9963275406368832,0.12867201439983414,0.9805806940820582,44
10020,success,99,0.9990953612934182,0.06381783940281653,0.9895769673672523,86
10021,timeout,200,0.9892874379488907,0.2201513023715539,0.9544477593372616,37
10022,success,92,0.9975779346566815,0.10446298290839313,0.9154239153008735,55
10023,success,142,0.9971029748191627,0.11426081376723217,0.824182260258214,85
10024,success,81,0.998680404637582,0.077085021748048,0.999981554603293,66
10025,success,138,0.9993706939254184,0.05322376131419935,0.9739994881603269,65
10026,timeout,200,0.9661761943607546,0.39349815136042704,0.9305349404426898,21
10027,success,83,0.9999522732742339,0.014655217202471935,0.8890067380519117,65
10028,timeout,200,0.9355658419895727,0.547464056936745,0.9637877700352788,11
10029,timeout,200,0.822111921439189,0.9388579822138965,0.9787139525681535,62
10030,timeout,200,0.9379837274389942,0.5367513877262424,0.9971774246936833,90
10031,timeout,200,0.8966894402877379,0.700503845663343,0.9075108128613371,78
10032,timeout,200,0.9474718875089545,0.4927586192897743,0.9876434210523327,57
10033,success,69,0.9955944292102196,0.14095697078440877,0.8979316005540223,46
10034,success,66,0.9981197882640259,0.09202671887950672,0.9164555836290275,39
10035,success,119,0.9993622379796862,0.05358026359203154,0.9807425006376241,106
10036,success,70,0.9991248729017842,0.06276779512367438,0.9955358791123705,54
10037,success,116,0.9967674955595613,0.12070555584292114,0.8839087663434604,77
10038,timeout,200,0.9818587119396956,0.2870285086608175,0.9940762440125499,6
10039,success,118,0.9985577541921585,0.08059026494749663,0.9865033990196808,96
10040,success,117,0.9969405618936045,0.11742476270478011,0.989506584284764,70
10041,timeout,200,0.8869122043030043,0.7348753426864489,0.8320413329278749,60
10042,success,101,0.9937389391736733,0.16811705921960612,0.9082943975152227,65
10043,success,121,0.9982895628099913,0.08776991204484302,0.9675543542275521,40
10044,timeout,200,0.9872258376356493,0.24052866955104968,0.9952351843193034,29
10045,success,48,0.9989567381498659,0.0685356032989956,0.9508681138984949,28
10046,success,68,0.9985421567887999,0.08102518770973854,0.962204568875763,39
10047,success,100,0.9987065179648521,0.07631799835550677,0.9607902463273537,79
10048,success,89,0.9984998017709831,0.08219465273923277,0.9269273216911578,65
10049,success,95,0.998643827265714,0.07814678022546484,0.9404686303766439,79
10050,timeout,200,0.8308003645173558,0.9133158637707752,0.9721975510543022,119
10051,success,102,0.9977531057357465,0.10061014081233077,0.9970493643112714,84
10052,success,82,0.995679211080184,0.13959110741469002,0.9158354900074219,61
10053,timeout,200,0.9655470279303653,0.3972053809908326,0.9846706060417402,39
10054,success,106,0.9994152025581846,0.05130651285557706,0.896757275877043,83
10055,timeout,200,0.9489454812792194,0.4856106339425209,0.8695624764568031,72
10056,success,100,0.9968161978403316,0.11979134186244123,0.9510981736378261,59
10057,timeout,200,0.9779762307499151,0.3165669112638084,0.9891306588820127,100
10058,success,90,0.9984823918334849,0.08267057548431235,0.9357018245519555,59
10059,success,42,0.9958063323432439,0.13751794735075143,0.9867251226554594,17
10060,success,93,0.9953742380369633,0.1444445311785858,0.9655563825956244,57
10061,success,89,0.9995885960537161,0.04303136858703083,0.8960831166744575,64
10062,success,43,0.9944632542645985,0.15806513361352864,0.9952429468845811,9
10063,timeout,200,0.8048969648669441,0.9882735029804376,0.9109402026502961,57
