seed,terminalOutcome,steps,terminalAlignment,terminalDistance,pathEfficiency,saturationCount
10000,timeout,200,0.9549069490685652,0.4556711582982252,0.9821036654270313,90
10001,timeout,200,0.8040129364322731,0.9907722439048506,0.911679009767264,51
10002,timeout,200,0.5409041322996724,1.662921974137594,0.9445763542552076,34
10003,timeout,200,0.9388770931456227,0.5327458568756623,0.9897162091422641,100
10004,timeout,200,0.9825083180466198,0.281796222139449,0.8950206910676421,0
10005,timeout,200,0.8602842806956478,0.8229311844493906,0.9370505544294918,40
10006,timeout,200,0.7810636978610012,1.0544873536378758,0.90947715814646,77
10007,timeout,200,0.8236451434949699,0.9343819979939598,0.9274046584335678,17
10008,timeout,200,0.42364698484263996,1.9659212574672542,0.7483808304581445,57
10009,timeout,200,0.7677747960353111,1.0904882870727484,0.9010073860585902,85
10010,timeout,200,0.6468774685748039,1.4000688335636549,0.9935624003828473,30
10011,timeout,200,0.8916472372754088,0.7183878780858706,0.9980721851145402,131
10012,timeout,200,0.482328012485422,1.8113776322164044,0.9995625767911243,51
10013,timeout,200,0.9193775042192052,0.615030964350939,0.8589508691144905,53
10014,timeout,200,0.6413302231718954,1.413841765128586,0.9984259393189673,8
10015,timeout,200,0.948082699151298,0.48980705704497884,0.9800819741346315,79
10016,timeout,200,0.639359461703394,1.4187311239333924,0.9537442684282631,51
10017,timeout,200,0.623085486028895,1.4590483158233936,0.8011522125833587,71
10018,timeout,200,0.3860873380597413,2.0694473943990275,0.9641993437268831,40
10019,timeout,200,0.7567182968956814,1.1200174176051916,0.9971487408247258,66
10020,timeout,200,0.978067754008316,0.3159010913074162,0.9728888286755292,84
10021,timeout,200,0.8665983105405457,0.8026884429342335,0.9987445999327016,39
10022,timeout,200,0.35541778302711036,2.1575625078693945,0.9866228618929055,37
10023,timeout,200,0.34651127492738065,2.183868046915558,0.7373279789527817,77
10024,timeout,200,0.503168716874615,1.7580483063776422,0.9327506375425577,30
10025,timeout,200,0.3178053806978951,2.271216066941524,0.9515249762664557,53
10026,timeout,200,0.7046795228125982,1.2550118353687376,0.9858723169521791,30
10027,timeout,200,0.3148582609878026,2.2804269730527937,0.9614269232873685,71
10028,timeout,200,0.9419948950558115,0.5185551143013846,0.9909626275293449,14
10029,timeout,200,0.7733146872615065,1.0755517029002237,0.9767225074020278,59
10030,timeout,200,0.8286602587928764,0.9196480998874045,0.9982820404019744,100
10031,timeout,200,0.8657061553646215,0.8055705011359401,0.8578613169850221,94
10032,timeout,200,0.7400608267138402,1.163874151508789,0.9961708927792308,89
10033,timeout,200,0.9420836034687136,0.5181463672747288,0.9346268160454227,44
10034,timeout,200,0.9014263811275892,0.6833711000783281,0.8966325947232282,55
10035,timeout,200,0.9861036234880277,0.25094273826430824,0.9894576116611206,104
10036,timeout,200,0.42680376118640545,1.9574062587515924,0.9996829034849828,0
10037,timeout,200,0.29991740417171814,2.3278996386171853,0.9986198142150873,69
10038,timeout,200,0.9368831622946099,0.541650385935083,0.9462496018377665,5
10039,timeout,200,0.42899765825373887,1.9515038263048712,0.9354963343814265,31
10040,timeout,200,0.39128541315156695,2.0548555004412394,0.9545961959963465,49
10041,timeout,200,0.9388214560647173,0.5329960808506223,0.7701487325466023,70
10042,timeout,200,0.5115191778427917,1.7368551765462055,0.9794691081815131,45
10043,timeout,200,0.22627956313653247,2.585909545234688,0.9522237726001871,28
10044,timeout,200,0.8180511586649147,0.9506507320300884,0.9267274003739323,16
10045,timeout,200,0.7841583328973356,1.0460159927462211,0.9309324719879909,34
10046,timeout,200,0.5637981480364057,1.6058534904936987,0.9654656354638874,65
10047,timeout,200,0.27751047473798146,2.4017774040635547,0.961995056546884,29
10048,timeout,200,0.4922847092222485,1.7858166861693443,0.9781361231862357,54
10049,success,115,0.9938792360173817,0.16621695734820738,0.9054978854771093,47
10050,timeout,200,0.8919169816974765,0.7174398878001754,0.9568767169912625,97
10051,timeout,200,0.4679602349242038,1.8485599250587528,0.938890944280434,45
10052,timeout,200,0.8262382674976936,0.9267817403670335,0.6925026181287536,52
10053,timeout,200,0.5796584076555733,1.566500352911183,0.9736695102641437,20
10054,timeout,200,0.9630280011437943,0.4117372435959581,0.807307296827051,65
10055,timeout,200,0.8924020505926883,0.7157327250010476,0.8342093007138773,82
10056,timeout,200,0.5622522401620818,1.6096959860211821,0.957600623676722,38
10057,timeout,200,0.6246673144112402,1.4551330886163916,0.9350521016966803,75
10058,timeout,200,0.4562507385823177,1.879150712088533,0.9874747144269687,48
10059,success,40,0.9944395917924529,0.15840347756325562,0.985296775374845,19
10060,timeout,200,0.7151927039665049,1.228175335421584,0.9230615743468047,50
10061,success,99,0.9978454326042356,0.09851910053125999,0.8242864475235279,62
10062,timeout,200,0.30232576355248225,2.320156395742766,0.993386280368649,0
10063,timeout,200,0.805605403630733,0.9862684903550989,0.8714340652194436,74
