seed,terminalOutcome,steps,terminalAlignment,terminalDistance,pathEfficiency,saturationCount
10000,timeout,200,0.90398866391061,0.6739607285718875,0.899623280672611,114
10001,timeout,200,0.3330526312384849,2.2243080662882586,0.9167100584083305,67
10002,timeout,200,0.02518640644448227,4.070200100199375,0.9779174788654951,17
10003,timeout,200,0.9150674012190604,0.6319881268527411,0.9773569318195072,97
10004,timeout,200,0.08650567086819819,3.318727751127653,0.9981154469242576,39
10005,timeout,200,0.8192221187751242,0.947259262670827,0.9012859410503992,34
10006,timeout,200,0.21681212957949209,2.62283401730182,0.6905306608380479,88
10007,timeout,200,0.6945211600944724,1.2807798097994056,0.9930221164723041,3
10008,timeout,200,0.0025711662324692177,5.180278045842207,0.960341321517971,39
10009,timeout,200,0.004468662807227266,4.934368985515555,0.6213025277125918,79
10010,timeout,200,0.1516824615333261,2.9132193626032947,0.7690576875379084,30
10011,timeout,200,0.9129691132598933,0.6401089985865291,0.9627083745610615,127
10012,timeout,200,0.006336802414720501,4.772443236894537,0.884665819126286,74
10013,timeout,200,0.058496055327591744,3.5741546983754673,0.9634863860569823,2
10014,timeout,200,0.3503931698160737,2.172359858977705,0.9873539500777092,0
10015,timeout,200,0.7406762099533832,1.162266194826566,0.9599468758111787,91
10016,timeout,200,0.3014114668451223,2.3230917474530335,0.9936021806918572,37
10017,timeout,200,0.007927865506544821,4.665637310064695,0.6357916117570834,77
10018,timeout,200,0.04138299697412543,3.785760600762926,0.965919989824137,104
10019,timeout,200,0.514907848825694,1.7282803531014395,0.9785747831125561,76
10020,timeout,200,0.2609059174678492,2.458897990466889,0.608110872947322,68
10021,timeout,200,0.4673764310462575,1.8500787218770098,0.670737682504095,30
10022,timeout,200,0.0015721198550555679,5.389711174908516,0.6758664538793181,72
10023,timeout,200,0.0009804444030027957,5.583347631561125,0.9998402602787466,49
10024,timeout,200,0.020752086616770915,4.175881721124992,0.9756036298572442,0
10025,timeout,200,0.014866300056359144,4.351891848341937,0.9615575869424007,53
10026,timeout,200,0.46013098718376355,1.8689832366262147,0.9376645137119918,27
10027,timeout,200,0.011299964818953383,4.491469748296253,0.9804417726481952,120
10028,timeout,200,0.8653951420280952,0.8065734879332507,0.9338770831893998,18
10029,timeout,200,0.7047243017050729,1.2548979095109891,0.9947208312427606,92
10030,timeout,200,0.7307470756293645,1.188105822700572,0.9640299183519634,104
10031,timeout,200,0.8405424182115084,0.8841297235666582,0.9620168602151492,79
10032,timeout,200,0.5673257806104636,1.5970901886716433,0.9886054910304385,97
10033,timeout,200,0.0980328599345783,3.2328062855304953,0.9395282091395535,60
10034,timeout,200,0.01996056708582293,4.196782659162928,0.9091412732814389,40
10035,timeout,200,0.013901477480110471,4.386447387046269,0.5777881655585164,82
10036,timeout,200,0.02975299356864277,3.9770233687439145,0.9124763682309361,27
10037,timeout,200,0.0006439056467512151,5.750288044291633,0.6320353180609899,118
10038,timeout,200,0.6989535758065196,1.2695547619110292,0.8614419291841651,1
10039,timeout,200,0.004634439224791682,4.917731218227277,0.9926031241567478,11
10040,timeout,200,0.03686625787264025,3.8538375097830393,0.9393729062584233,33
10041,success,77,0.9933850517702615,0.1728182798355727,0.8815888030024949,54
10042,timeout,200,0.09382120741224087,3.263225337790001,0.9760656415959986,90
10043,timeout,200,0.003027330401857105,5.108848545895627,0.9526664214835657,28
10044,timeout,200,0.4662717062235988,1.8529545040072313,0.8452240745120884,0
10045,timeout,200,0.033762025207484114,3.9048538771714876,0.9335758074264747,54
10046,timeout,200,0.06818714104616058,3.4763122354431117,0.9890079482114029,102
10047,timeout,200,0.004779560504406361,4.903603783571693,0.9772454284181804,6
10048,timeout,200,0.060529099597448455,3.5525821173125722,0.9847163114221285,97
10049,timeout,200,0.40363630001899226,2.0205407055641924,0.8035047295764423,38
10050,timeout,200,0.9442898217092274,0.507887442698271,0.8526006800757322,126
10051,timeout,200,0.05362536827461844,3.6284705667464268,0.9543919080243672,63
10052,timeout,200,0.023626723168500265,4.1053862077286265,0.9475765480065279,49
10053,timeout,200,0.19854686914179326,2.6972736986894894,0.9941107460974192,82
10054,timeout,200,0.00975468684457439,4.5645408677754515,0.9604358622429247,11
10055,timeout,200,0.7877328167400828,1.0361869534582522,0.9021490504959766,82
10056,timeout,200,0.09457001635059999,3.2577394958425705,0.9657223232925614,14
10057,timeout,200,0.265012022513419,2.4445675256012667,0.9740157446818459,81
10058,timeout,200,0.013269160382657227,4.410261576161641,0.8931507517084768,71
10059,timeout,200,0.1264823165946914,3.050317600936182,0.9626487423922241,32
10060,timeout,200,0.1352685843764121,3.0003696995499527,0.9871633849502892,50
10061,timeout,200,0.05938339034058743,3.5646645312359206,0.8956027195086136,1
10062,timeout,200,0.0006163004292133453,5.767407737972287,0.9713932572450614,50
10063,timeout,200,0.7859477868473927,1.0411014022084768,0.9896069858552575,50
