update,env_steps,mean_reward,episode_done_rate,policy_loss,value_loss,entropy,approx_kl,clip_frac,explained_variance,log_std
1,32768,-3.2162740230560303,0.00390625,0.00027139303711010143,1207.3719506263733,1.8372342698276043,0.0025772338740353007,0.01786041259765625,0.0009235739707946777,-0.5003188848495483
2,65536,-3.134666681289673,0.00390625,-0.0010260880953865126,1223.7892398834229,1.8382790563628078,0.0029563200387201505,0.02263641357421875,0.04376453161239624,-0.4990982413291931
3,98304,-3.0025439262390137,0.003936767578125,0.00023048168441164307,1113.9882740974426,1.8403049306944013,0.002863627478291164,0.02120208740234375,0.042528390884399414,-0.49872374534606934
4,131072,-2.906566619873047,0.0078125,-0.0004998013318981975,945.724054813385,1.8425454087555408,0.002631847655720776,0.01717376708984375,0.06340694427490234,-0.4965108036994934
5,163840,-2.8682565689086914,0.00390625,-0.0005346377693058457,978.2005939483643,1.846456735394895,0.0028186791455482307,0.02056884765625,0.08075052499771118,-0.4946836829185486
6,196608,-2.777383327484131,0.00390625,8.309908662340604e-05,905.3605618476868,1.8492642100900412,0.0022960427650104975,0.0117034912109375,0.13986170291900635,-0.4944928288459778
7,229376,-2.672109842300415,0.003997802734375,1.5717967471573502e-05,831.6995577812195,1.8498742282390594,0.0025073402903217357,0.01763153076171875,0.09513670206069946,-0.49332576990127563
8,262144,-2.74772572517395,0.007720947265625,-7.462504618160892e-05,825.8480353355408,1.8501889519393444,0.0024161274400285038,0.01848602294921875,0.15029358863830566,-0.49415886402130127
9,294912,-2.6645896434783936,0.00390625,-0.0004891928711003857,781.3924059867859,1.8520344384014606,0.002558083360781893,0.01796722412109375,0.16879230737686157,-0.49145573377609253
10,327680,-2.521085739135742,0.00396728515625,0.0003555183247954119,694.7123117446899,1.8538393387570977,0.0020938580546498997,0.01213836669921875,0.2691243290901184,-0.492783784866333
11,360448,-2.502865791320801,0.00775146484375,-0.00043884713159059174,627.4840245246887,1.8542258739471436,0.003094443928603141,0.026824951171875,0.24033737182617188,-0.4906083047389984
12,393216,-2.5997812747955322,0.003997802734375,-1.5618719771737233e-05,695.6009783744812,1.8590079555287957,0.0018604101092023484,0.01096343994140625,0.2642940282821655,-0.48771512508392334
