update,env_steps,mean_reward,episode_done_rate,policy_loss,value_loss,entropy,approx_kl,clip_frac,explained_variance,log_std
1,32768,-1.6505730152130127,0.00390625,0.00039948894846020266,261.5626691579819,1.8372233035042882,0.0025619565808483458,0.01837158203125,0.0018000602722167969,-0.5003798007965088
2,65536,-1.607901930809021,0.00390625,-0.001039814011164708,280.7962120771408,1.838068208657205,0.003032117646853294,0.02362060546875,0.1613023281097412,-0.4991791248321533
3,98304,-1.5392104387283325,0.003936767578125,0.00024198131904995535,251.1094115972519,1.8401092942804098,0.0028845726719737286,0.0214385986328125,0.1758180856704712,-0.4988223910331726
4,131072,-1.4903037548065186,0.007781982421875,-0.00030196941952453926,208.7978870868683,1.8424926875159144,0.0025385230628671707,0.0161895751953125,0.17729264497756958,-0.49657338857650757
5,163840,-1.4723646640777588,0.003936767578125,-0.0006401024365914054,213.92607283592224,1.8465398009866476,0.0029528324466809863,0.02298736572265625,0.21573150157928467,-0.4945628046989441
6,196608,-1.4260257482528687,0.00390625,8.206250095099676e-05,194.0723134279251,1.8494477178901434,0.0023486322697863216,0.0128936767578125,0.2816535234451294,-0.49453651905059814
7,229376,-1.368546724319458,0.0040283203125,7.389923121081665e-05,175.26986694335938,1.8496572393923998,0.0026102650722350518,0.01828765869140625,0.24359357357025146,-0.4934631586074829
8,262144,-1.4092488288879395,0.007659912109375,-0.00024862966529326513,179.11145532131195,1.849963448010385,0.0025642814493949118,0.02133941650390625,0.28958725929260254,-0.4944533407688141
9,294912,-1.3738030195236206,0.003997802734375,-0.0005023765352234477,163.4895750284195,1.8512479597702622,0.002523776550333423,0.01802825927734375,0.3844631314277649,-0.4918806254863739
10,327680,-1.3043103218078613,0.00396728515625,0.00041222704567189794,144.76414614915848,1.853202547878027,0.0023418548021254537,0.0156097412109375,0.5248300433158875,-0.49327051639556885
11,360448,-1.2965259552001953,0.0076904296875,-0.0004304921458242461,142.82596236467361,1.854025797918439,0.003489010447083274,0.0331573486328125,0.4919094443321228,-0.49057942628860474
