update,env_steps,mean_reward,episode_done_rate,policy_loss,value_loss,entropy,approx_kl,clip_frac,explained_variance,log_std
1,32768,-1.6599472761154175,0.00390625,0.000390496928957873,264.90117633342743,1.8371758330613375,0.002563376932812389,0.0184173583984375,0.0017896294593811035,-0.500423789024353
2,65536,-1.6160404682159424,0.00390625,-0.0010452830647409428,283.75940704345703,1.8380038561299443,0.0030417339085033746,0.02368927001953125,0.15859001874923706,-0.49922406673431396
3,98304,-1.5454672574996948,0.003936767578125,0.00022533032279170584,253.3195422887802,1.8400853108614683,0.002926196523276303,0.02196502685546875,0.17297667264938354,-0.49883222579956055
4,131072,-1.4981034994125366,0.007781982421875,-0.00035899674185202457,211.77691900730133,1.8422989109531045,0.002587075236988312,0.0165557861328125,0.17970067262649536,-0.49666938185691833
5,163840,-1.4806492328643799,0.00390625,-0.0006565404073626269,216.588076710701,1.8461822690442204,0.0029259594793984434,0.022430419921875,0.21817737817764282,-0.49481603503227234
6,196608,-1.4321348667144775,0.00390625,4.036573773191776e-05,196.42530822753906,1.8489536521956325,0.002383179822572856,0.01348876953125,0.29154449701309204,-0.49475541710853577
7,229376,-1.375663161277771,0.003997802734375,0.00014931071200408041,177.39403927326202,1.8491858467459679,0.002595967317574832,0.01912689208984375,0.24545007944107056,-0.49377208948135376
8,262144,-1.4162054061889648,0.00775146484375,-0.00021804032439831644,181.30712187290192,1.8492321697995067,0.0025871646821542527,0.0215301513671875,0.29332882165908813,-0.4948267936706543
9,294912,-1.3797694444656372,0.003936767578125,-0.00045014189345238265,165.04882764816284,1.8506054170429707,0.002565056975981861,0.01822662353515625,0.3897092938423157,-0.4921373724937439
10,327680,-1.3121578693389893,0.00396728515625,0.0003351461582496995,146.63773280382156,1.8530047163367271,0.0022168406298987975,0.0138092041015625,0.5128784775733948,-0.49297618865966797
11,360448,-1.3038424253463745,0.00775146484375,-0.00032871317307581194,144.36088955402374,1.8547082664445043,0.0034259546359862725,0.0321197509765625,0.47097671031951904,-0.49018532037734985
12,393216,-1.3563286066055298,0.003997802734375,-4.322628410591278e-05,145.72249418497086,1.8600601982325315,0.001988810088732862,0.01253509521484375,0.5685474276542664,-0.4877208471298218
13,425984,-1.3072178363800049,0.00396728515625,2.4127872165990993e-05,137.46005725860596,1.8653741292655468,0.0025513916289128247,0.0209808349609375,0.6498475074768066,-0.4849761128425598
14,458752,-1.2367125749588013,0.00390625,0.00081580493497313,123.97906905412674,1.8701442778110504,0.00296724947702387,0.0257415771484375,0.6994142532348633,-0.4826257526874542
15,491520,-1.2804685831069946,0.00775146484375,0.0007162182992033195,139.61753737926483,1.8745640208944678,0.003168155760249647,0.02927398681640625,0.6486165523529053,-0.4804568588733673
16,524288,-1.2637680768966675,0.0040283203125,-0.0010945557660306804,118.09962320327759,1.8810317274183035,0.003129431171601027,0.02477264404296875,0.7610664963722229,-0.47713398933410645
17,557056,-1.210345983505249,0.00396728515625,0.0002505762458895333,109.42333835363388,1.8844906203448772,0.0034270065125383553,0.0322723388671875,0.796656608581543,-0.4768539369106293
18,589824,-1.1326208114624023,0.00775146484375,6.179400588735007e-05,110.98117417097092,1.886409517377615,0.0036437645176192746,0.0354766845703125,0.7790939211845398,-0.47441452741622925
19,622592,-1.21648371219635,0.004058837890625,-0.0005578256714215968,101.33735585212708,1.8902938002720475,0.003350883753682865,0.0309295654296875,0.8446075916290283,-0.47423359751701355
20,655360,-1.134520173072815,0.00408935546875,-0.0007123910036170855,89.38308924436569,1.8885238012298942,0.004661200355258188,0.053436279296875,0.8705955743789673,-0.4747451841831207
21,688128,-1.091989517211914,0.004180908203125,-0.0002999898224516073,86.32240080833435,1.8898661127313972,0.00445082537999042,0.048553466796875,0.8837069869041443,-0.4741049110889435
22,720896,-1.0955626964569092,0.007537841796875,0.0006785343066439964,96.52179473638535,1.8893722696229815,0.004281987468402804,0.0450439453125,0.8580796122550964,-0.4740311801433563
23,753664,-1.096465826034546,0.0042724609375,0.00048228276864392683,76.70093774795532,1.8907297914847732,0.0045937847403365595,0.0497283935546875,0.9016824960708618,-0.472809374332428
24,786432,-1.0488842725753784,0.00433349609375,0.00047640792399761267,74.36600032448769,1.8907771175727248,0.004920809819850547,0.05719757080078125,0.9086179733276367,-0.47470515966415405
25,819200,-1.0224840641021729,0.00750732421875,0.0013806149509036914,99.20612502098083,1.8908728621900082,0.004620775234798202,0.05088043212890625,0.8776021003723145,-0.4719949960708618
26,851968,-1.136960744857788,0.00433349609375,-0.0007868064385547768,85.80395078659058,1.8932762229815125,0.003873287226724642,0.0384063720703125,0.910063624382019,-0.4730908274650574
27,884736,-1.0627847909927368,0.0045166015625,-4.731401895696763e-05,79.73700278997421,1.8902208199724555,0.003957524358611408,0.0399627685546875,0.9150768518447876,-0.4747130870819092
28,917504,-0.9772259593009949,0.00433349609375,5.979632624075748e-05,71.54404199123383,1.8869626885280013,0.005072714782727417,0.06043243408203125,0.925246000289917,-0.4758489429950714
29,950272,-0.9570307731628418,0.007415771484375,-0.0008477228802803438,80.12416142225266,1.884093233384192,0.005658275003042945,0.06894683837890625,0.9100140333175659,-0.47801125049591064
30,983040,-0.977690577507019,0.00433349609375,-0.0010440089790790807,52.06662556529045,1.8813766743987799,0.005507494444827898,0.0652008056640625,0.9455528259277344,-0.47849804162979126
31,1015808,-0.8907796144485474,0.0042724609375,-0.0004848992102779448,42.656545639038086,1.8815194368362427,0.005713392698908137,0.07010650634765625,0.9494606256484985,-0.478004515171051
32,1048576,-0.8314993977546692,0.004486083984375,0.001679112354395329,40.30755203962326,1.8795592319220304,0.00656455708303838,0.08069610595703125,0.9504361748695374,-0.48007792234420776
33,1081344,-0.9405179023742676,0.007232666015625,0.0014796763607591856,53.66993224620819,1.8781243758276105,0.007356865207384544,0.09584808349609375,0.9395889639854431,-0.4792064428329468
34,1114112,-0.8680292963981628,0.004150390625,-0.0006006320854794467,32.01485411822796,1.8816543044522405,0.005230801079051162,0.0619049072265625,0.9582739472389221,-0.4766777455806732
35,1146880,-0.7888814210891724,0.004486083984375,-0.00016383590082114097,30.623214453458786,1.8842553151771426,0.005251315826626524,0.0614776611328125,0.9565103054046631,-0.4775225520133972
36,1179648,-0.8136007785797119,0.00726318359375,0.0014178876899677562,41.92612537741661,1.8829550230875611,0.006303776806817041,0.07689666748046875,0.9438101649284363,-0.4772220253944397
37,1212416,-0.8422195911407471,0.0042724609375,0.0010915805796685163,28.8521621376276,1.8833472235128284,0.0072839673621274414,0.0882415771484375,0.9614746570587158,-0.47741276025772095
38,1245184,-0.7599154710769653,0.004547119140625,8.923912537284195e-05,25.425908595323563,1.8803395433351398,0.006494527930954064,0.0814056396484375,0.9604486227035522,-0.48043227195739746
39,1277952,-0.7336529493331909,0.004638671875,0.0018745896286418429,26.99265755712986,1.8763243295252323,0.0073808360402836115,0.09295654296875,0.9603555202484131,-0.48142093420028687
40,1310720,-0.809348464012146,0.007171630859375,0.0004951676473865518,38.80187092721462,1.8752727434039116,0.005551068451040919,0.067596435546875,0.9485100507736206,-0.48109671473503113
41,1343488,-0.762173056602478,0.004638671875,0.00012024339048366528,25.067956790328026,1.8724457593634725,0.0052073910301260184,0.06256103515625,0.9637452960014343,-0.4839102625846863
42,1376256,-0.7119377851486206,0.004638671875,0.00013146317724022083,27.642835214734077,1.8684745645150542,0.005382536037359387,0.06540679931640625,0.9570947885513306,-0.4857926666736603
43,1409024,-0.7120472192764282,0.00732421875,0.0016268707513518166,37.121093064546585,1.8650649953633547,0.007390194050003629,0.09284210205078125,0.9445376396179199,-0.48655176162719727
