seed,terminalOutcome,steps,terminalAlignment,terminalDistance,pathEfficiency,saturationCount
10000,timeout,200,0.8734176696396042,0.7804077989779074,0.9846417016428244,112
10001,timeout,200,0.9697701324388656,0.37166242204304717,0.9178863302065146,39
10002,success,105,0.9991204001190748,0.06292806449860434,0.9984484080976594,85
10003,timeout,200,0.8613926334054306,0.8194033574992007,0.9903272108887086,105
10004,timeout,200,0.9875658287321949,0.23728580003076788,0.9371783229148838,58
10005,timeout,200,0.8518528215305994,0.849433224513757,0.9609544538379591,36
10006,success,84,0.9920159987645454,0.18992682322973714,0.9919364174507004,73
10007,timeout,200,0.8885365112526158,0.7292516204468162,0.9835405292216988,12
10008,success,119,0.9993615563864894,0.053608896410917255,0.8210545583181369,73
10009,success,92,0.9989072667008101,0.07014262936186237,0.9669222555250165,76
10010,timeout,200,0.9860476269923129,0.25145138772318515,0.9260595260289466,20
10011,timeout,200,0.8299727006707668,0.9157680452534548,0.9995432129319326,133
10012,success,90,0.999318411602048,0.055391276679295866,0.8857030477899994,68
10013,success,114,0.9913582139366519,0.19762854730862536,0.9402072213507785,52
10014,timeout,200,0.7805628824823438,1.0558550511677989,0.9061864350620463,11
10015,timeout,200,0.9336938806372257,0.5556346860087006,0.9750603772797412,88
10016,timeout,200,0.902947857679747,0.6777957789743317,0.9867274196005457,56
10017,success,75,0.9996209313177479,0.04130535632651158,0.9941999893292746,59
10018,timeout,200,0.9592382065732834,0.43274854083896813,0.8711461650573762,71
10019,timeout,200,0.9229143980680051,0.6008199095469836,0.9898363252515459,50
10020,timeout,200,0.9758989646826559,0.33133514715431234,0.9811039556985802,86
10021,timeout,200,0.9615181639366621,0.42022399142460515,0.968494718102789,38
10022,success,95,0.9991788256369137,0.06080133799114277,0.9024498462365834,53
10023,success,161,0.9991778836696431,0.060836214871807216,0.7907782377779596,62
10024,success,81,0.9994274267341221,0.05076728886267041,0.9990003279043431,65
10025,success,144,0.9987087227451067,0.07625288534143437,0.9584066465138349,49
10026,timeout,200,0.8941081821450423,0.7097029372102256,0.9661588388506053,25
10027,success,84,0.9975430913904533,0.10521260822814253,0.9054525388065168,61
10028,timeout,200,0.8845733191267078,0.7429161728050936,0.9751151004070665,7
10029,timeout,200,0.7775379373701735,1.0640971710011013,0.9693157653730603,45
10030,timeout,200,0.8730143083028319,0.7817384476968621,0.9986606257482209,94
10031,timeout,200,0.8450012693954716,0.8705614120917515,0.8963644383978947,84
10032,timeout,200,0.8685903752158508,0.7962263364453676,0.985596654083362,79
10033,timeout,200,0.9871700241560231,0.24105696133438353,0.8800352684310797,49
10034,success,66,0.9994701024597542,0.04883821183292842,0.919227987135052,41
10035,success,121,0.9970691362140411,0.11492716084430564,0.988127570023272,104
10036,success,71,0.9984027496963289,0.08481375304411107,0.9928328164975595,52
10037,success,117,0.9990572923319951,0.06514741233169276,0.8853675834860534,70
10038,timeout,200,0.9412872959865553,0.5218054670403843,0.9968211172946755,1
10039,success,120,0.9991790737600204,0.06079214776624957,0.9911484739905136,69
10040,timeout,200,0.9839816346043895,0.26956670335548827,0.9866885415298637,54
10041,timeout,200,0.8516380259035156,0.850100950442408,0.8588565950351177,59
10042,timeout,200,0.9632537005884871,0.41045467678308967,0.9361348698609787,55
10043,success,127,0.9986240746973397,0.0787142134991261,0.9473722216086041,45
10044,timeout,200,0.9557645412133873,0.4512168151874536,0.9911621015036001,23
10045,success,48,0.9995285160830408,0.04606710270925407,0.9579660358371418,29
10046,success,69,0.997125801232758,0.11380912721306938,0.9697648913623476,35
10047,success,100,0.9992680191385555,0.057403135855725325,0.9482400907723045,80
10048,success,90,0.9933981053833699,0.17264711354950207,0.964362901490973,55
10049,timeout,200,0.9641433195093463,0.40536274717063453,0.9452167585270911,77
10050,timeout,200,0.8112419663171679,0.9702319889384458,0.9683889449928564,127
10051,success,117,0.9916729484215219,0.19398097372012718,0.9985049485205979,81
10052,success,85,0.9952929631164045,0.14571092754861972,0.8790529351184091,62
10053,timeout,200,0.8696133976501378,0.7928930664067668,0.9677032488882862,35
10054,success,110,0.9968694480413136,0.1187837562262615,0.8880831577781038,66
10055,timeout,200,0.8919545521390269,0.7173077735367219,0.8679918118300777,74
10056,timeout,200,0.9904013324498362,0.20833300888997644,0.9726297649649899,51
10057,timeout,200,0.9111887699095281,0.6469338153497545,0.9577277191932483,66
10058,success,90,0.9998972654533708,0.02150184198688357,0.9265290447146295,61
10059,timeout,200,0.9838898341467652,0.27034432515709445,0.9918089711790355,21
10060,timeout,200,0.9889821184094261,0.22328373428015197,0.9408708185200563,60
10061,timeout,200,0.9909372610364159,0.20240614934639345,0.9402885238946458,44
10062,success,40,0.9981180770482888,0.0920686264204446,0.976412473480674,10
10063,timeout,200,0.7760669902011861,1.0680936088458566,0.9258502578931193,54
