update,env_steps,mean_reward,episode_done_rate,policy_loss,value_loss,entropy,approx_kl,clip_frac,explained_variance,log_std
1,32768,-6.093059539794922,0.00390625,0.00022650916980637703,4774.67516708374,1.8371787341311574,0.00257279988954906,0.0177154541015625,0.0004875063896179199,-0.5003548264503479
2,65536,-5.9366631507873535,0.00390625,-0.0010592103135422803,4696.775329589844,1.838207603432238,0.0029544063340836146,0.0224761962890625,0.017792224884033203,-0.49916544556617737
3,98304,-5.684496879577637,0.003936767578125,0.00022577566960535478,4314.557907104492,1.8402203312143683,0.002826742422712414,0.02011871337890625,0.005518436431884766,-0.49866020679473877
4,131072,-5.496667861938477,0.0078125,-0.0005674167769029737,3713.215871810913,1.8428548434749246,0.002661259721207898,0.01763916015625,0.00357210636138916,-0.496365487575531
5,163840,-5.422950267791748,0.00390625,-0.00045307168693398125,3849.8828716278076,1.8467538766562939,0.0027563115900193225,0.019866943359375,0.027221381664276123,-0.4945198893547058
6,196608,-5.2429609298706055,0.00390625,0.00010419527825433761,3593.9427757263184,1.8497497709468007,0.00228227052366492,0.011444091796875,0.060944557189941406,-0.4941902756690979
7,229376,-5.042599678039551,0.003997802734375,-4.3761610868386924e-06,3329.738052368164,1.85064862575382,0.00244326848678611,0.01726531982421875,0.04282546043395996,-0.49284207820892334
8,262144,-5.190155982971191,0.007720947265625,-3.872621164191514e-05,3314.9177169799805,1.8513372223824263,0.0023312734710998484,0.0171661376953125,0.07556390762329102,-0.49343276023864746
9,294912,-5.020888805389404,0.00390625,-0.0005441722423711326,3174.2505950927734,1.8535677827894688,0.002569517854226433,0.01815032958984375,0.08684647083282471,-0.4907152056694031
10,327680,-4.740188121795654,0.00396728515625,0.0003606888476497261,2845.9058876037598,1.855388069525361,0.0020427516988092975,0.01119232177734375,0.14553654193878174,-0.49197083711624146
11,360448,-4.6992597579956055,0.00775146484375,-0.0005424901510195923,2560.258457183838,1.8550344808027148,0.002840574117271899,0.02242279052734375,0.12793487310409546,-0.49076348543167114
12,393216,-4.850123882293701,0.003997802734375,-1.886773679871112e-05,2841.0779609680176,1.8590060183778405,0.0019247002392148715,0.010772705078125,0.1388111114501953,-0.48758405447006226
13,425984,-4.711924076080322,0.00396728515625,-0.00015040217294881586,2746.998233795166,1.8670411659404635,0.002381010312547005,0.0162353515625,0.23483729362487793,-0.48344630002975464
14,458752,-4.529763221740723,0.00396728515625,0.0006815049218857894,2575.646532058716,1.8731851037591696,0.0022861962429487903,0.0148162841796875,0.2523590922355652,-0.48109644651412964
15,491520,-4.712341785430908,0.0076904296875,0.000294053746983991,2517.448999404907,1.8769208788871765,0.002318487612683384,0.014862060546875,0.2289753556251526,-0.47961264848709106
16,524288,-4.598158836364746,0.00396728515625,-0.0003821589807557757,2524.3761024475098,1.8831698456779122,0.0027764795163420786,0.020538330078125,0.2927791476249695,-0.4755105674266815
17,557056,-4.3961405754089355,0.00396728515625,0.00041067581878451165,2316.4330883026123,1.8878640132024884,0.0030837246254122874,0.024505615234375,0.31627875566482544,-0.47553160786628723
18,589824,-4.230591773986816,0.00775146484375,0.0003235654985473957,2021.3542852401733,1.8868795596063137,0.00260232677374006,0.0191650390625,0.3417632579803467,-0.4751902222633362
