bin_key,n,no_op_count,damp_low_band_count,majority_action,minority_fraction,evaluated,fiber_incompatible
-30;38;-7;148;1;-14;-1;-15;176;-2;9;-4;15;97;-16;1;7;19;29;92;0;40;3;3;0;2;17;2;1;-1;1;1;0;0;2;-1;1;-3;0;1;22;1;-3;0;0;-2;1;0;0;0;0;2;0;2;2;0;0;-1;1;1;1;4;0;0;0;12;2;4;3;1;0;-1,1,1,0,no_op,0.0,False,False
-30;3;-8;124;-19;0;-52;5;161;1;-16;-4;11;82;-21;-4;4;8;31;83;1;35;-9;11;2;1;20;4;4;0;-1;-1;-7;3;-1;0;3;0;1;0;24;-1;-4;1;1;0;2;-1;-1;0;0;2;-1;2;2;0;2;-1;1;2;0;3;0;0;-1;11;3;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-30;3;-8;180;6;26;-42;3;168;8;-11;3;19;93;-14;15;5;8;27;96;3;45;-4;-2;0;0;24;10;2;-1;1;3;-7;-6;-1;3;1;-3;0;1;21;2;-1;-3;0;-2;-1;2;0;0;-1;3;1;3;2;0;1;1;0;2;1;4;0;-1;0;12;3;3;3;1;0;-1,1,0,1,damp_low_band,0.0,False,False
-30;4;-14;127;-11;5;-43;5;166;2;-12;-2;13;83;-20;-3;4;6;27;84;-1;35;-8;11;0;1;20;4;3;0;-2;-1;-9;3;0;1;3;0;0;0;24;-1;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;-1;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-31;-29;-17;136;-11;21;-38;3;166;0;-6;-1;16;75;-21;0;2;-12;28;75;-2;37;-5;7;0;0;16;12;2;1;-1;0;-6;3;0;1;3;2;0;0;22;-1;-4;-2;2;1;2;1;-1;-1;0;1;0;2;2;-1;0;-1;0;2;1;2;0;0;1;12;3;3;2;-1;1;0,1,0,1,damp_low_band,0.0,False,False
-31;-30;-14;145;-13;23;-38;5;163;0;-3;-3;15;75;-20;4;3;-12;30;75;-2;38;-5;5;1;-1;17;12;2;1;0;1;-4;2;0;1;3;2;1;0;22;-1;-4;-2;2;1;1;1;-1;-1;0;2;0;2;2;-1;0;-1;0;2;1;2;0;-1;0;12;3;2;2;-1;1;0,1,0,1,damp_low_band,0.0,False,False
-31;4;-14;127;-10;5;-43;5;166;2;-12;-2;13;83;-20;-4;4;6;27;84;-1;35;-8;11;0;1;20;4;3;0;-1;-1;-9;4;0;1;3;0;0;0;24;0;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;-1;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-31;5;-11;128;-16;7;-42;2;167;3;-14;0;13;85;-17;-3;4;8;30;85;-1;36;-8;10;0;1;20;4;3;0;-2;0;-7;2;0;1;3;0;0;0;25;-1;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;0;1;2;0;3;0;0;-1;11;3;3;2;0;1;-1,1,0,1,damp_low_band,0.0,False,False
-31;7;-6;183;7;24;-41;3;170;9;-12;4;20;94;-12;15;3;10;26;97;4;45;-3;-1;1;0;24;9;2;-1;0;3;-6;-7;-1;3;1;-3;1;1;21;2;-2;-3;0;-2;-1;2;0;0;-1;4;1;3;2;0;1;1;0;2;2;4;0;-1;0;12;3;3;3;1;0;-1,1,1,0,no_op,0.0,False,False
-32;-11;-2;121;-25;-1;-55;8;157;-1;-17;-7;12;75;-19;-6;0;0;32;76;3;35;-7;12;3;0;20;5;4;2;0;-1;-4;4;-1;0;2;1;1;1;23;-1;-5;1;1;0;2;-1;-2;-1;0;2;-1;1;2;0;1;-1;1;2;1;2;0;0;0;12;3;3;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-32;-26;-16;130;0;27;-21;14;168;5;3;-7;16;74;-17;2;0;-9;29;75;-3;35;-4;10;0;-1;16;11;1;1;0;0;-4;4;1;2;2;2;-1;-2;22;-1;-4;-1;1;2;2;0;-1;-1;0;2;0;2;1;-1;0;-1;0;2;1;3;0;-1;0;11;2;2;2;-1;1;1,1,1,0,no_op,0.0,False,False
-32;-30;-16;139;-11;22;-38;3;165;0;-5;-2;16;75;-20;1;2;-12;28;74;-2;37;-5;6;0;-1;17;12;2;1;0;0;-5;3;0;1;3;2;1;0;22;-1;-4;-2;2;1;2;1;-1;-1;0;1;0;2;2;-1;0;-1;0;2;1;2;0;0;1;12;3;2;2;-1;1;0,1,0,1,damp_low_band,0.0,False,False
-32;-31;-14;142;-12;23;-38;4;164;0;-4;-2;16;75;-20;3;2;-12;29;75;-2;38;-5;6;1;-1;17;12;2;1;0;0;-5;3;0;1;3;2;1;0;22;-1;-4;-2;2;1;1;1;-1;-1;0;2;0;2;2;-1;0;-1;0;2;1;2;0;-1;0;12;3;2;2;-1;1;0,1,0,1,damp_low_band,0.0,False,False
-32;0;-14;121;-9;-1;-49;5;163;1;-11;-4;13;81;-23;-5;5;5;26;82;0;34;-8;11;0;0;18;4;3;0;0;-1;-10;5;0;0;3;1;0;0;24;-1;-4;1;2;1;2;-1;-1;0;-1;2;0;2;2;0;3;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-32;13;-3;185;8;22;-40;3;172;10;-13;6;20;96;-10;15;2;13;26;99;6;44;-2;-1;1;0;23;7;2;-1;0;3;-5;-7;0;3;0;-4;1;1;20;2;-2;-2;-1;-2;-1;2;0;0;-1;4;1;3;3;-1;0;1;0;2;2;4;-1;-1;0;12;3;3;3;1;0;-1,1,1,0,no_op,0.0,False,False
-32;17;-16;135;5;-4;-19;-3;173;1;-2;7;16;90;-15;-4;2;16;27;89;-2;37;-5;8;-1;1;19;0;1;-1;0;1;-6;-1;1;0;2;-1;-2;2;23;0;-4;1;2;-2;2;-1;-1;0;0;3;1;2;1;-1;1;0;1;2;1;4;0;0;0;11;2;4;2;1;1;-1,1,1,0,no_op,0.0,False,False
-32;3;-6;124;-19;1;-52;5;161;2;-17;-5;11;82;-20;-4;3;8;31;83;1;35;-8;11;2;1;20;4;4;0;-1;-1;-7;3;-1;0;3;0;1;0;24;-1;-4;1;1;0;2;-1;-2;0;0;2;-1;2;2;0;2;-1;1;2;0;3;0;0;-1;11;3;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-32;43;17;190;-1;8;-26;0;183;5;-1;14;27;102;-5;6;-11;21;27;105;8;41;6;2;1;0;16;7;1;-3;5;2;2;0;2;2;-3;-2;1;0;20;-1;-1;-2;-1;0;-1;2;0;0;2;2;1;3;2;-1;0;-2;1;2;3;3;-1;-1;-1;12;3;3;3;-1;0;0,1,1,0,no_op,0.0,False,False
-32;6;-10;128;-16;7;-41;2;167;3;-14;1;13;85;-16;-3;4;9;30;85;-1;36;-8;10;0;1;21;4;3;0;-2;0;-7;1;0;1;3;0;0;0;24;0;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;0;1;2;0;3;0;0;-1;11;3;3;2;0;1;-1,1,0,1,damp_low_band,0.0,False,False
-33;-25;-16;133;-2;25;-22;15;169;4;2;-7;15;74;-19;3;1;-9;29;75;-3;35;-4;9;0;-1;16;11;1;1;0;0;-4;4;1;2;3;2;-1;-1;22;-1;-4;-1;2;2;1;0;-1;-1;0;2;0;2;1;-1;0;-1;0;2;1;3;0;-1;0;11;2;2;2;-1;1;1,1,1,0,no_op,0.0,False,False
-33;18;0;187;9;19;-38;3;174;10;-13;8;21;97;-8;15;0;16;27;101;6;44;-1;0;1;0;22;5;2;-2;0;4;-3;-7;0;3;-1;-4;1;1;20;2;-2;-2;-1;-2;-1;2;0;0;0;5;1;3;2;-1;-1;1;0;2;2;4;-1;-1;0;12;3;3;4;1;0;-1,1,1,0,no_op,0.0,False,False
-33;31;2;154;-24;4;-43;-7;167;6;-10;8;18;100;-14;6;-6;22;30;102;3;39;-1;3;2;2;18;5;3;-3;2;2;-1;-2;1;0;0;-3;1;0;22;0;-5;-1;0;-1;2;1;-1;0;1;3;0;4;2;-1;0;0;0;2;2;5;0;-1;0;11;2;3;3;1;0;0,1,1,0,no_op,0.0,False,False
-33;37;13;191;3;10;-30;2;182;7;-6;14;25;101;-4;9;-8;21;27;104;7;42;4;1;1;-1;17;5;1;-3;4;4;2;-2;1;3;-2;-2;1;0;20;0;-1;-2;-2;-1;-1;2;0;0;2;3;1;3;2;-1;-1;-1;1;2;3;3;-1;-1;0;12;3;3;4;0;0;0,1,1,0,no_op,0.0,False,False
-33;4;-13;126;-9;4;-43;5;166;2;-12;-3;12;83;-20;-4;4;6;27;84;-1;35;-7;11;0;1;20;4;3;0;-1;-1;-9;4;0;1;3;0;0;0;24;0;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-34;-23;-16;136;-2;23;-24;14;169;4;0;-8;15;75;-19;4;2;-9;29;76;-3;35;-5;8;0;-1;16;11;1;1;0;-1;-4;4;1;2;3;1;-1;-1;22;0;-4;-1;2;2;1;1;-1;-1;0;2;0;2;1;-1;0;-1;0;2;1;3;0;0;0;12;3;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-34;0;-13;121;-8;-1;-48;5;163;0;-12;-4;13;80;-23;-6;5;5;26;81;0;34;-7;11;0;0;20;4;3;0;0;-1;-10;5;0;0;3;1;0;0;23;0;-4;1;2;1;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-34;24;4;189;8;16;-36;3;177;10;-12;10;22;99;-6;13;-2;19;27;102;7;43;1;0;1;0;21;4;2;-2;1;4;-1;-6;0;3;-1;-3;1;1;19;1;-2;-2;-1;-2;-1;2;0;0;1;4;1;3;2;-1;-1;0;0;2;2;4;-1;-1;0;12;3;3;4;0;0;0,1,1,0,no_op,0.0,False,False
-34;31;9;190;6;13;-33;3;179;9;-10;12;23;100;-5;11;-5;20;27;103;7;42;3;0;1;-1;19;4;2;-3;2;4;0;-4;1;3;-2;-3;1;0;19;1;-1;-2;-1;-1;-1;2;0;0;2;4;1;3;2;-1;-1;0;0;2;3;3;-1;-1;0;12;3;3;4;0;0;0,1,1,0,no_op,0.0,False,False
-34;4;-12;126;-9;4;-44;5;165;2;-13;-4;12;83;-20;-4;4;6;27;84;0;35;-7;11;0;1;21;5;3;0;-2;-1;-9;4;0;1;3;0;0;0;23;0;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-34;4;-5;125;-19;1;-51;5;161;2;-18;-5;11;82;-19;-4;3;8;31;83;1;35;-7;11;1;1;21;5;4;0;-1;-1;-6;2;-1;0;3;0;1;0;23;-1;-5;1;1;0;2;-1;-2;0;0;2;-1;2;2;0;2;-1;1;2;0;3;0;0;0;11;3;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-34;7;-9;129;-15;7;-40;1;167;3;-15;1;13;86;-15;-3;4;10;30;86;-1;37;-7;10;0;1;21;4;3;0;-2;0;-6;1;0;1;3;0;0;1;24;0;-4;1;2;0;2;-1;-1;0;-1;3;0;2;2;0;2;0;1;2;0;3;0;0;-1;11;2;3;2;0;1;-1,1,0,1,damp_low_band,0.0,False,False
-35;-20;-16;139;-2;21;-26;14;169;3;-2;-8;14;76;-20;4;2;-9;29;77;-2;36;-5;8;0;-1;17;11;2;1;0;-1;-5;4;0;2;3;1;-1;-1;22;0;-4;-1;2;1;1;1;-1;-1;0;2;0;2;1;-1;0;-1;0;2;1;3;0;0;0;12;3;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-35;17;-14;135;4;-2;-21;-2;172;1;-3;6;15;90;-15;-5;4;14;28;89;-1;38;-5;8;-1;2;20;0;1;-1;-1;1;-6;0;1;0;2;-1;-2;2;23;1;-4;1;2;-2;1;-1;-1;0;0;3;1;2;1;-1;1;0;1;2;1;4;0;0;0;11;2;4;2;1;1;-1,1,1,0,no_op,0.0,False,False
-35;9;-8;129;-15;7;-39;0;168;3;-15;1;13;86;-15;-3;3;11;30;87;-1;37;-6;9;0;1;21;4;3;0;-2;1;-6;1;0;1;3;0;0;1;24;0;-4;1;2;0;2;-1;-1;0;0;3;0;2;2;0;1;0;1;2;0;3;0;-1;0;11;2;3;2;1;1;-1,1,0,1,damp_low_band,0.0,False,False
-36;-10;0;121;-23;0;-55;8;158;-1;-18;-8;12;76;-18;-6;1;1;31;76;3;35;-6;11;3;0;20;6;4;2;0;-1;-4;4;-1;0;2;1;1;1;23;-1;-5;1;1;0;2;-1;-2;-1;0;2;-1;1;2;0;1;-1;1;2;1;2;0;0;0;12;2;3;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-36;-18;-16;142;-2;19;-28;13;169;3;-4;-9;14;77;-20;5;3;-7;29;78;-2;36;-5;7;0;-1;17;11;2;1;0;-1;-6;3;0;2;3;1;-1;0;22;0;-4;-1;2;1;1;1;-1;-1;0;2;0;2;1;-1;0;-1;0;2;1;3;0;0;0;12;3;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-36;-1;-11;121;-7;-1;-48;5;163;0;-14;-5;12;80;-23;-6;5;5;26;81;1;34;-7;11;0;0;21;5;3;0;-1;-1;-9;4;0;0;3;1;0;0;22;0;-5;1;2;1;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-36;4;-11;126;-8;4;-44;5;165;2;-14;-4;11;83;-20;-4;4;6;27;84;0;35;-7;11;0;1;21;5;3;0;-2;-1;-8;3;0;1;3;0;0;0;23;0;-4;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-36;4;-4;125;-17;1;-51;5;162;2;-18;-5;10;83;-18;-4;3;8;30;84;2;35;-7;11;1;1;21;5;4;0;-1;-1;-6;2;-1;0;3;0;1;0;23;0;-5;1;1;0;2;-1;-2;0;0;2;-1;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-37;-15;-15;144;-1;17;-30;12;169;3;-7;-9;14;78;-20;5;3;-5;28;79;-2;36;-6;7;0;-1;18;11;2;1;-1;-1;-6;3;0;2;3;0;-1;0;22;0;-4;-1;2;1;1;1;-1;-1;0;1;0;2;1;-1;1;-1;0;2;1;3;0;0;0;12;3;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-37;10;-8;130;-13;7;-37;-1;169;3;-15;2;13;86;-14;-4;3;11;30;87;-1;37;-6;9;0;1;21;3;3;0;-2;1;-6;0;0;1;3;0;0;1;23;0;-4;1;2;-1;2;-1;-1;0;0;3;0;2;2;0;1;0;1;2;0;3;0;-1;0;11;2;3;2;1;1;-1,1,0,1,damp_low_band,0.0,False,False
-37;27;2;156;-20;4;-44;-4;167;6;-14;7;16;99;-13;6;-4;20;30;100;3;39;-2;3;1;1;19;4;3;-3;1;2;-2;-3;1;1;1;-3;1;0;22;0;-5;-1;0;-1;2;1;-1;0;1;3;0;4;2;-1;0;0;0;2;2;5;0;-1;0;11;2;3;3;1;0;0,1,1,0,no_op,0.0,False,False
-37;4;-10;126;-9;4;-45;5;165;2;-16;-5;11;83;-19;-4;4;7;28;84;0;35;-6;11;0;1;22;5;3;0;-2;-1;-8;3;0;1;3;0;0;0;23;0;-5;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-37;4;-4;125;-16;2;-50;5;162;2;-18;-5;10;83;-18;-4;3;8;30;84;2;35;-6;11;1;1;21;5;4;0;-1;-1;-6;2;0;0;3;0;1;0;23;0;-5;1;1;0;2;-1;-2;0;-1;2;-1;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-38;-12;-14;146;-1;16;-32;11;168;4;-9;-9;13;79;-19;6;4;-3;28;81;-2;37;-6;6;0;-1;19;11;2;1;-1;-1;-7;2;0;2;3;0;-1;0;22;0;-4;-1;2;0;1;1;-1;-1;0;1;0;2;1;0;1;-1;0;2;1;3;0;0;0;12;3;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-38;-1;-10;121;-7;-1;-48;4;163;0;-16;-6;11;80;-22;-6;5;5;27;81;1;34;-6;11;0;0;21;5;3;1;-1;-1;-9;4;0;0;3;1;1;0;22;0;-5;1;2;1;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;1;0;3;0;0;0;11;2;4;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-38;11;-8;130;-12;6;-36;-2;170;3;-14;2;13;87;-14;-4;4;12;30;88;-1;38;-5;9;0;2;21;3;3;0;-2;1;-5;0;0;1;3;-1;0;1;23;0;-4;1;2;-1;2;-1;-1;0;0;3;0;2;2;0;1;0;1;2;1;4;0;-1;0;11;2;3;2;1;1;-1,1,0,1,damp_low_band,0.0,False,False
-38;17;-12;134;2;-1;-24;-2;172;1;-5;5;13;90;-15;-6;5;14;29;90;-1;38;-4;8;-1;2;21;1;2;-1;-1;1;-6;0;1;0;2;-1;-1;1;22;1;-4;1;2;-2;1;0;-1;0;0;3;0;3;1;0;1;0;1;2;1;4;0;0;0;11;2;4;2;1;1;-1,1,1,0,no_op,0.0,False,False
-38;4;-5;126;-14;2;-49;5;163;2;-18;-5;10;83;-18;-4;4;8;29;84;1;35;-6;11;1;1;22;5;4;0;-2;-1;-6;3;0;1;3;0;1;0;23;0;-5;1;1;0;2;-1;-1;0;-1;2;-1;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-38;4;-8;126;-10;3;-46;5;165;2;-17;-5;10;83;-19;-4;4;7;28;84;1;35;-6;11;0;1;22;5;3;0;-2;-1;-8;3;0;1;3;0;0;0;22;0;-5;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-39;-9;-12;149;-1;14;-35;10;168;4;-11;-8;13;81;-18;7;4;-1;28;82;-1;37;-6;6;0;-1;20;10;2;1;-1;-1;-7;2;0;2;3;0;0;0;22;1;-4;-1;2;0;1;1;-1;-1;0;1;0;3;2;0;1;-1;0;2;1;3;0;0;0;12;2;2;2;0;1;0,1,1,0,no_op,0.0,False,False
-39;-9;0;121;-19;0;-54;7;159;-1;-19;-8;11;76;-17;-5;1;1;30;77;3;35;-5;11;2;0;21;6;4;1;0;-2;-5;4;-1;0;2;1;1;1;22;-1;-5;1;1;0;2;-1;-2;-1;0;2;-1;2;2;0;1;-1;1;1;1;2;0;0;0;11;2;3;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-39;12;-8;131;-10;6;-34;-2;171;3;-14;2;13;87;-14;-4;4;13;30;89;-1;38;-5;9;-1;2;21;3;3;0;-2;2;-5;0;1;1;3;-1;0;1;23;0;-4;1;2;-1;2;-1;-1;0;0;3;0;2;2;0;1;0;1;2;1;4;0;-1;0;11;2;3;2;1;1;-1,1,0,1,damp_low_band,0.0,False,False
-39;17;-10;134;-1;1;-25;-2;172;2;-8;4;12;90;-15;-6;5;14;29;90;-1;39;-4;8;-1;2;21;1;2;-1;-2;2;-5;0;1;0;2;-1;-1;1;22;1;-4;1;2;-2;1;0;-1;0;0;3;0;3;1;0;1;0;1;2;1;4;0;0;0;11;2;4;2;1;1;-1,1,1,0,no_op,0.0,False,False
-39;23;2;157;-17;4;-45;-1;167;6;-17;6;15;97;-12;6;-2;18;30;97;2;40;-3;3;1;1;20;4;3;-2;0;3;-3;-3;0;2;1;-3;1;0;21;1;-5;-1;1;-1;1;1;-1;0;0;3;0;4;2;-1;0;0;1;2;2;5;0;-1;0;11;2;3;3;1;0;0,1,1,0,no_op,0.0,False,False
-39;4;-6;126;-12;3;-48;5;164;2;-18;-5;10;83;-18;-4;4;8;29;84;1;35;-6;11;0;1;22;5;4;0;-2;-1;-7;3;0;1;3;0;1;0;22;0;-5;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-39;4;-7;126;-11;3;-47;5;164;2;-18;-5;10;83;-18;-4;4;7;29;84;1;35;-6;11;0;1;22;5;4;0;-2;-1;-7;3;0;1;3;0;1;0;22;0;-5;1;2;0;2;-1;-1;0;-1;2;0;2;2;0;2;-1;1;2;0;3;0;0;0;11;2;3;2;0;1;0,1,0,1,damp_low_band,0.0,False,False
-40;-2;-8;120;-8;0;-48;4;163;-1;-18;-6;10;79;-21;-6;4;4;28;80;2;34;-6;11;0;0;22;5;3;1;-1;-2;-8;4;0;0;3;1;1;0;22;0;-5;1;2;1;2;-1;-1;-1;-1;2;0;2;2;0;2;-1;1;1;0;3;0;0;0;11;2;4;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-40;14;-8;132;-8;5;-32;-3;172;2;-13;2;12;88;-14;-5;4;13;30;89;-1;39;-4;9;-1;2;21;3;3;0;-2;2;-5;0;1;0;3;-1;0;1;22;0;-4;1;2;-1;2;-1;-1;0;0;3;0;2;2;0;1;0;1;2;1;4;0;-1;0;11;2;3;2;1;1;-1,1,0,1,damp_low_band,0.0,False,False
-40;15;-9;132;-6;4;-30;-3;172;2;-12;2;12;89;-14;-5;5;14;30;90;-1;39;-4;8;-1;2;21;2;3;0;-2;2;-5;0;1;0;3;-1;0;1;22;1;-4;1;2;-1;1;0;-1;0;0;3;0;3;2;0;1;0;1;2;1;4;0;-1;0;11;2;3;2;1;1;-1,1,1,0,no_op,0.0,False,False
-40;16;-9;133;-3;2;-27;-3;172;2;-10;3;12;89;-15;-6;5;14;29;90;-1;39;-4;8;-1;2;21;2;3;-1;-2;2;-5;0;1;0;2;-1;0;1;22;1;-4;1;2;-1;1;0;-1;0;0;3;0;3;2;0;1;0;1;2;1;4;0;0;0;11;2;4;2;1;1;-1,1,1,0,no_op,0.0,False,False
-41;-3;-6;120;-9;0;-50;5;163;-1;-19;-7;10;79;-19;-5;4;4;28;80;2;34;-6;11;0;0;22;6;4;1;-1;-2;-7;4;0;0;3;1;1;0;22;0;-5;1;1;1;1;-1;-1;-1;-1;2;0;2;2;0;1;-1;1;1;0;3;0;0;0;11;2;4;2;0;0;0,1,0,1,damp_low_band,0.0,False,False
-41;-6;-10;151;-2;13;-37;9;167;5;-14;-7;12;83;-17;8;4;2;28;84;-1;38;-6;5;0;0;21;10;2;0;-2;-1;-7;1;0;2;3;-1;0;1;22;1;-4;-1;2;0;1;1;-1;-1;0;2;0;3;2;0;1;-1;0;2;1;4;0;0;0;12;2;2;2;1;1;-1,1,1,0,no_op,0.0,False,False
-41;-7;0;120;-16;0;-54;6;160;-1;-20;-8;10;77;-17;-5;1;2;29;78;3;34;-5;11;2;0;21;6;4;1;0;-2;-5;4;0;0;2;1;1;1;22;-1;-5;1;1;0;2;-1;-2;-1;0;2;-1;2;2;0;1;-1;1;1;0;2;0;0;0;11;2;4;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-41;18;0;158;-13;5;-45;2;167;6;-18;4;13;94;-12;7;0;16;30;95;2;39;-4;4;1;0;21;4;4;-2;-1;2;-4;-3;0;2;1;-3;1;0;21;1;-5;-1;1;-1;1;1;-1;0;0;3;0;3;2;-1;1;0;1;2;1;5;0;-1;0;11;2;3;3;1;0;0,1,1,0,no_op,0.0,False,False
-42;-2;-8;153;-3;11;-39;8;167;5;-16;-5;12;85;-16;8;4;4;28;86;0;38;-6;5;0;0;22;9;3;0;-2;-1;-7;0;0;2;3;-1;0;1;22;1;-4;-1;2;-1;1;1;-1;-1;-1;2;0;3;2;0;1;0;0;2;1;4;0;0;0;12;2;2;2;1;1;-1,1,1,0,no_op,0.0,False,False
-42;-4;-4;120;-10;0;-51;5;162;-1;-20;-7;10;78;-18;-5;3;4;28;79;3;34;-6;11;1;0;22;6;4;1;-1;-2;-6;4;0;0;2;1;1;0;22;0;-5;1;1;1;1;-1;-2;-1;0;2;0;2;2;0;1;-1;1;1;0;3;0;0;0;11;2;4;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-42;-6;-2;120;-13;0;-52;5;162;-1;-20;-7;10;78;-17;-5;2;3;29;79;3;34;-5;11;1;0;22;6;4;1;-1;-2;-6;4;0;0;2;1;1;1;22;0;-5;1;1;0;1;-1;-2;-1;0;2;-1;2;2;0;1;-1;1;1;0;2;0;0;0;11;2;4;2;0;0;-1,1,0,1,damp_low_band,0.0,False,False
-42;12;-2;157;-10;6;-44;4;167;6;-19;1;12;92;-13;7;2;13;29;92;1;39;-4;4;0;0;22;5;4;-1;-2;2;-5;-2;0;2;2;-3;1;0;22;1;-5;-1;1;-1;1;1;-1;0;-1;3;0;3;2;-1;1;0;0;2;1;4;0;-1;0;11;2;3;2;1;0;-1,1,1,0,no_op,0.0,False,False
-42;2;-6;155;-5;9;-41;7;167;5;-17;-3;11;87;-15;8;4;7;29;88;0;39;-5;4;0;0;22;8;3;0;-2;0;-6;-1;0;2;3;-2;1;1;22;1;-5;-1;2;-1;1;1;-1;0;-1;2;0;3;2;0;1;0;0;2;1;4;0;-1;0;12;2;3;2;1;1;-1,1,1,0,no_op,0.0,False,False
-42;7;-4;156;-8;8;-43;6;167;6;-19;-1;12;89;-14;8;3;10;29;90;1;39;-5;4;0;0;22;6;3;-1;-2;1;-6;-2;0;2;2;-2;1;0;22;1;-5;-1;1;-1;1;1;-1;0;-1;2;0;3;2;0;1;0;0;2;1;4;0;-1;0;11;2;3;2;1;0;-1,1,1,0,no_op,0.0,False,False
-4;-52;-8;104;6;32;3;0;176;6;26;4;21;75;-7;3;-5;-1;32;74;-3;32;0;13;-1;1;22;8;-2;1;-2;4;2;6;1;2;-1;3;1;-1;22;-2;-3;-1;-1;1;2;1;0;-1;1;4;1;3;1;0;0;0;1;2;2;4;0;0;0;11;3;2;3;1;0;-1,1,1,0,no_op,0.0,False,False
-4;28;-18;145;-30;-1;-30;-8;166;6;0;-7;19;96;-16;11;-13;20;32;98;-2;42;-5;-1;2;1;16;9;4;-1;-4;2;2;-1;-1;-2;0;-3;0;0;24;3;-1;3;0;-2;2;-2;-1;0;0;2;0;3;2;-1;0;0;0;2;1;4;0;-1;-1;11;4;3;3;1;1;-1,1,1,0,no_op,0.0,False,False
-4;45;-18;144;19;-15;11;5;178;-6;19;8;16;87;-5;-9;-1;16;33;85;-3;34;-1;6;-1;1;24;5;-2;-1;4;-6;-3;-3;1;-2;0;-3;-1;2;25;1;-2;2;0;-2;1;-2;0;0;2;4;1;2;1;-2;0;0;1;1;2;3;0;0;0;11;3;4;3;0;0;-1,1,1,0,no_op,0.0,False,False
-8;46;-15;147;18;-15;7;4;180;-5;22;6;16;88;-6;-9;0;14;33;88;-3;35;-1;6;-1;1;25;4;-2;-1;3;-6;-2;-4;1;-2;0;-3;-1;2;24;1;-2;2;0;-2;1;-2;0;0;2;3;1;2;1;-2;0;0;1;1;2;3;0;0;0;11;3;4;3;0;0;-1,1,1,0,no_op,0.0,False,False
-9;-53;-5;103;4;33;2;4;176;5;25;6;21;73;-9;1;-3;0;31;72;-2;32;0;13;0;1;21;9;-2;1;-2;3;3;5;2;3;-1;3;2;-1;22;-1;-3;-1;-1;1;2;0;0;-1;1;4;1;3;1;-1;1;0;1;2;2;4;0;0;0;11;3;2;3;1;0;-1,1,1,0,no_op,0.0,False,False
