sweep_index,mean_plaquette
0,0.843042723852
1,0.844490197529
2,0.851239853257
3,0.842322942972
4,0.842984679352
5,0.834116886954
6,0.835931979999
7,0.840537985702
8,0.837717728937
9,0.843517145467
10,0.843970975904
11,0.839136660081
12,0.843748926813
13,0.835734155289
14,0.835476085594
15,0.838478658206
16,0.842823124369
17,0.838417442244
18,0.846208752539
19,0.843409397513
20,0.841647322085
21,0.850751304016
22,0.839854401896
23,0.842430201388
24,0.840687963223
25,0.840597856579
26,0.839606716294
27,0.841669138448
28,0.845087319568
29,0.842063157952
30,0.843809513466
31,0.839621274709
32,0.83703582979
33,0.843452601093
34,0.842440282664
35,0.8393011591
36,0.84482099163
37,0.845006915913
38,0.842560883065
39,0.840438194388
40,0.844747782595
41,0.836681823253
42,0.834832603579
43,0.83991392151
44,0.841489863081
45,0.839521940058
46,0.839327389713
47,0.842931625877
48,0.841538322356
49,0.84336938502
50,0.845692414408
51,0.838798290085
52,0.834487842682
53,0.827859409311
54,0.842176603905
55,0.836309346063
56,0.838493404831
57,0.837718266354
58,0.841358096757
59,0.841576454149
60,0.844182525182
61,0.846752097503
62,0.834548395236
63,0.839564805575
64,0.841293780254
65,0.846121116596
66,0.841410440342
67,0.836399867472
68,0.845059804421
69,0.847707580879
70,0.844863871614
71,0.841427841067
72,0.840679106067
73,0.837310853595
74,0.837202428191
75,0.846023630286
76,0.84466446136
77,0.844225071983
78,0.839516805495
79,0.84031651068
80,0.847393576604
81,0.839407969668
82,0.841700618739
83,0.843569396304
84,0.842377315069
85,0.843290783955
86,0.84467365853
87,0.840611824466
88,0.841245168583
89,0.837223221114
90,0.839908585743
91,0.838938669481
92,0.846136796598
93,0.840793257141
94,0.843821395763
95,0.840825048322
96,0.842980702646
97,0.840154383196
98,0.845290937671
99,0.842419816234
100,0.845249453532
101,0.841342356708
102,0.838811317765
103,0.837224103253
104,0.842665137213
105,0.839626118242
106,0.840880242169
107,0.841927290395
108,0.845151523199
109,0.837198062689
110,0.83605724278
111,0.849134106152
112,0.83628041121
113,0.838529807765
114,0.835794104306
115,0.835775016614
116,0.834565064211
117,0.833218388134
118,0.844692856207
119,0.844765933818
120,0.837591975083
121,0.84042229178
122,0.840252118184
123,0.841964140785
124,0.848992494772
125,0.842368277739
126,0.836154439738
127,0.841400345875
128,0.835364815683
129,0.842964796843
130,0.840413918503
131,0.839840787038
132,0.836641938866
133,0.839954995066
134,0.837920011553
135,0.835039163398
136,0.840818624929
137,0.838964876881
138,0.837275124484
139,0.83871986411
140,0.837301348119
141,0.841557012754
142,0.834710967033
143,0.836854547287
144,0.84364459255
145,0.842815871042
146,0.847516071076
147,0.837619543472
148,0.843121393433
149,0.836533636559
150,0.844173678456
151,0.846889560772
152,0.844111965667
153,0.843055644388
154,0.84248136275
155,0.838892025408
156,0.837627256524
157,0.844422714765
158,0.841344044114
159,0.840569307803
160,0.838576323485
161,0.844072221768
162,0.836350387299
163,0.841216717042
164,0.83711714778
165,0.836670800793
166,0.83836103668
167,0.841307472682
168,0.838071176321
169,0.83756210179
170,0.83467549117
171,0.840704731425
172,0.838467088368
173,0.84868475531
174,0.838884263815
175,0.83533098455
176,0.851874852591
177,0.845069666559
178,0.84027857678
179,0.839261190969
180,0.844411556537
181,0.843303370209
182,0.838647866761
183,0.842996719645
184,0.835413079178
185,0.840902775596
186,0.836514734191
187,0.83473481715
188,0.843296503122
189,0.837499827643
190,0.839750091405
191,0.838400774972
192,0.841106136952
193,0.836923833551
194,0.845617695194
195,0.843185397589
196,0.838968810965
197,0.837035999214
198,0.839410711388
199,0.836108800173
200,0.84522613173
201,0.845509891404
202,0.841807978027
203,0.838070552526
204,0.837664963773
205,0.840234335137
206,0.843317531875
207,0.838661469914
208,0.844152945695
209,0.845221452624
210,0.842954883062
211,0.840279394699
212,0.843155863503
213,0.843108682044
214,0.84279114539
215,0.839777089974
216,0.842214743603
217,0.844235469426
218,0.843159957029
219,0.840997273747
220,0.83969829787
221,0.838701253517
222,0.836541370445
223,0.842498393308
224,0.844853932611
225,0.844962996148
226,0.843872189094
227,0.839800703654
228,0.843616047984
229,0.841493630929
230,0.83667611309
231,0.842387225284
232,0.841505048282
233,0.845779236714
234,0.841035002968
235,0.840409005678
236,0.837037377183
237,0.846147182819
238,0.841621776393
239,0.84317767308
240,0.833242463486
241,0.841893811072
242,0.850385830696
243,0.840440251083
244,0.843012999624
245,0.842479218909
246,0.837090419693
247,0.845880662467
248,0.843482830815
249,0.849803427039
250,0.839213486485
251,0.837237371376
252,0.844207663592
253,0.841282634189
254,0.844224395924
255,0.841211332564
256,0.841202114878
257,0.838504247541
258,0.839182378649
259,0.836928551363
260,0.841352293436
261,0.842052261606
262,0.833605177713
263,0.843135918877
264,0.841729695588
265,0.836157767105
266,0.841893916286
267,0.844545427114
268,0.842645601663
269,0.842783405854
270,0.836554947162
271,0.84015574434
272,0.83917562269
273,0.837196289523
274,0.847689371895
275,0.844740337889
276,0.839201244225
277,0.846665724817
278,0.834927168325
279,0.83403379195
280,0.841167639978
281,0.847276868484
282,0.842450363439
283,0.84317102845
284,0.846272997829
285,0.837884736671
286,0.837696223119
287,0.843473565304
288,0.836668206207
289,0.843241534616
290,0.842103420417
291,0.836181791209
292,0.845366057797
293,0.836986987876
294,0.847334360547
295,0.838947179436
296,0.837518833605
297,0.83924576534
298,0.840264527125
299,0.838265608195
300,0.836786463837
301,0.8395856937
302,0.83399418162
303,0.840407696823
304,0.843008866044
305,0.842565268914
306,0.842247541849
307,0.843399693424
308,0.845205124572
309,0.845964664454
310,0.839254528949
311,0.836836782733
312,0.831369152432
313,0.837587177012
314,0.840850038039
315,0.841561923607
316,0.834410971145
317,0.832835409685
318,0.8463600653
319,0.842177659443
320,0.839428334637
321,0.84216127744
322,0.84341994613
323,0.845076713003
324,0.844068676199
325,0.834103236413
326,0.835749883407
327,0.838776849441
328,0.842668435588
329,0.835239830217
330,0.834185972578
331,0.844309488089
332,0.841756619213
333,0.842607536193
334,0.840205271127
335,0.843065980523
336,0.847848014666
337,0.850165270325
338,0.844974206215
339,0.846577057895
340,0.840559890614
341,0.841540606762
342,0.838381020358
343,0.842285944166
344,0.840709964231
345,0.83974405559
346,0.835401988072
347,0.834212406583
