sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm
0,31404,0.023017957229324416,0.011961244778233713,1.0772749319498554,0.22619552557860265,0.2247933637395308
0,1328,0.02537686141853616,0.013039132725227038,1.1743535961086098,0.22619552557860265,0.224559110343635
0,34058,0.025645235711031493,0.011671855049322645,1.0512113987390843,0.22619552557860265,0.22750551166302316
0,28748,0.03062135066178892,0.014324664759785336,1.2901334719262376,0.22619552557860265,0.2282232950503725
0,35386,0.03111673821565808,0.016896426122936122,1.5217560244987838,0.22619552557860265,0.22576356456588298
0,5310,0.031245655368870848,0.0170338958579005,1.5341370686229208,0.22619552557860265,0.2255142451544704
0,24766,0.03211021172109084,0.017442571370985867,1.5709439305934876,0.22619552557860265,0.22716854643166617
0,27422,0.03217787907903985,0.015144537461781711,1.363974307527055,0.22619552557860265,0.22390317812750024
0,23439,0.03249609650292288,0.01692261132153198,1.5241143624944058,0.22619552557860265,0.2257841962834263
0,6637,0.03391251415372226,0.01737286402899389,1.5646658237999986,0.22619552557860265,0.22688490307668477
0,24767,0.03421712708330537,0.015812966509896286,1.4241755550285935,0.22619552557860265,0.2241956460699282
0,36713,0.035682975220547676,0.017940018237514347,1.615745876312658,0.22619552557860265,0.22714665808276854
0,34059,0.036227784166441714,0.01955109496837532,1.7608455384115835,0.22619552557860265,0.2244804227146547
0,30077,0.036970091831311495,0.01868556390417295,1.6828925380695254,0.22619552557860265,0.22362215276946382
0,3983,0.03776321212869802,0.020283064270997863,1.8267694614891383,0.22619552557860265,0.22425552443133814
0,1,0.03962130239363283,0.02001739259288956,1.8028420656150954,0.22619552557860265,0.22341942485154112
0,5309,0.039945708218834225,0.01689860712087625,1.521952453419945,0.22619552557860265,0.2286521880958679
0,2654,0.040191115706108727,0.016488664634305747,1.4850314830266942,0.22619552557860265,0.22900208481010978
0,22112,0.0421456641583926,0.02032061909384292,1.8301517908348615,0.22619552557860265,0.22449886145589304
0,26093,0.042875855984615546,0.021448839055360283,1.931763546534385,0.22619552557860265,0.2285794010079766
0,35385,0.043583101210234385,0.01825080581755617,1.6437365809046807,0.22619552557860265,0.22891023924526804
0,32730,0.04413687516554092,0.01798111511788368,1.6194472167520568,0.22619552557860265,0.22925783696745114
0,7964,0.045680624519883944,0.021109601172054352,1.901210500055624,0.22619552557860265,0.22829794673939485
0,32732,0.04649197702852771,0.02464071188850394,2.2192356828269744,0.22619552557860265,0.22335319672031861
0,38041,0.04666599184054472,0.025358924284762937,2.283920606900546,0.22619552557860265,0.22542573031587546
0,7965,0.04681632797589088,0.025502335141924116,2.296836730953982,0.22619552557860265,0.22518332891863668
0,20784,0.04690640108312709,0.024996917137249844,2.2513168743933583,0.22619552557860265,0.22612858525140103
0,9292,0.047754537359321926,0.02522440702974376,2.271805474284034,0.22619552557860265,0.22653138946958
0,22111,0.047826277446451806,0.025985473405415405,2.340349989780695,0.22619552557860265,0.22752721233505155
0,26095,0.04798677915674671,0.023349366371072756,2.1029322227601823,0.22619552557860265,0.2228681529656647
0,2656,0.048526645991804035,0.025677800134321933,2.31263977162822,0.22619552557860265,0.22316172093504305
0,38040,0.048625773406708483,0.02212035356423461,1.9922426822985269,0.22619552557860265,0.2285574648042762
0,39368,0.04887308657339154,0.025551903091455663,2.301301007912486,0.22619552557860265,0.22678963378628864
0,23440,0.04945562490455426,0.02335663651056116,2.1035869990119727,0.22619552557860265,0.2231119551844189
0,30075,0.05012154024741356,0.021442949348223685,1.931233097239816,0.22619552557860265,0.22959874845071376
0,36714,0.05067673744110359,0.027594835979075697,2.4852952684006473,0.22619552557860265,0.2241775797169486
0,28750,0.05112399534631826,0.02608476927031706,2.349292950825977,0.22619552557860265,0.2226378478693755
0,49533,0.051650021284693766,0.02618461211597282,2.358285175026189,0.22619552557860265,0.22504345897707273
0,6638,0.05175391686328214,0.02814239663917329,2.5346106518562608,0.22619552557860265,0.22396213678165064
0,19457,0.0534309198014604,0.026816024063397118,2.4151525224724706,0.22619552557860265,0.22481205773245821
1,31405,0.019966685567322805,0.011267418322023479,1.014786297843894,0.22341942485154112,0.22242144111450146
1,1329,0.021654319355442885,0.012259969309648249,1.1041791927703473,0.22341942485154112,0.2222696241096532
1,34059,0.02438554237272611,0.011942162237178788,1.0755562861485604,0.22341942485154112,0.2244804227146547
1,28749,0.026285868257919842,0.014000367749860956,1.2609260569978544,0.22341942485154112,0.22511558132727305
1,27423,0.027078416718944665,0.01478458005646149,1.3315551825521332,0.22341942485154112,0.22186912837335532
1,30078,0.030626373539992487,0.01750493314070814,1.57656046737368,0.22341942485154112,0.22171051224752936
1,5311,0.030678353610291028,0.016533048595400758,1.4890288703851822,0.22341942485154112,0.22291652683693947
1,35387,0.03093422794064655,0.016516190987939546,1.4875106105161373,0.22341942485154112,0.22309687164502487
1,24767,0.03101843652838864,0.016933896784190983,1.5251307739334665,0.22341942485154112,0.2241956460699282
1,24768,0.03135137712093872,0.016132728675298268,1.4529745447123767,0.22341942485154112,0.2220427103033117
1,2,0.032730684202277115,0.018745100211666685,1.6882546030379282,0.22341942485154112,0.2216023219128331
1,23440,0.032793012069994354,0.016925298995146533,1.5243564245426209,0.22341942485154112,0.2231119551844189
1,34060,0.03315897509657321,0.018474760188786497,1.6639067583820326,0.22341942485154112,0.22221928179229905
1,3984,0.03403049669605604,0.01907550312991872,1.7180119391576354,0.22341942485154112,0.222079520790425
1,6638,0.03410977933479581,0.017446300044792223,1.5712797490551509,0.22341942485154112,0.22396213678165064
1,2655,0.034636848098926615,0.016698773286932832,1.5039546627339437,0.22341942485154112,0.22585202123040524
1,36714,0.035691020866766544,0.01809109092841681,1.6293520540833517,0.22341942485154112,0.2241775797169486
1,5310,0.03639726821562105,0.017320106974894563,1.5599143240256481,0.22341942485154112,0.2255142451544704
1,32731,0.03812007286021372,0.018241965532276253,1.6429403913859553,0.22341942485154112,0.22610789544580734
1,26094,0.038366428236410684,0.02088598274493263,1.8810705789749471,0.22341942485154112,0.22544618135142236
1,35386,0.0395406246579329,0.018708358289167386,1.6849454865710396,0.22341942485154112,0.22576356456588298
1,0,0.03962130239363283,0.02001739259288956,1.8028420656150954,0.22341942485154112,0.22619552557860265
1,32733,0.0399371231656956,0.022834804684108125,2.056588851598884,0.22341942485154112,0.22156704899087562
1,26096,0.0403778521869599,0.022568148871228037,2.0325728208261364,0.22341942485154112,0.22133275697164412
1,22113,0.041098459653109244,0.020818354560863183,1.8749797290055628,0.22341942485154112,0.22223103033101424
1,2657,0.04135802810279563,0.02373739330336345,2.1378793954690662,0.22341942485154112,0.2214712285771039
1,28751,0.04207368506313923,0.024332754846047296,2.1914999071525507,0.22341942485154112,0.2212346190500363
1,30076,0.042909497636612635,0.02142441703363811,1.9295640069148374,0.22341942485154112,0.22645762483266413
1,23441,0.044012017943387494,0.023464472746154236,2.1132991381341193,0.22341942485154112,0.2214463470274863
1,7965,0.04407490396560242,0.02152428232263863,1.9385582524475398,0.22341942485154112,0.22518332891863668
1,7966,0.0459735539138861,0.02473146579830727,2.2274093230977154,0.22341942485154112,0.22268439963772
1,38042,0.046218141745702795,0.024717580868739354,2.226158793839873,0.22341942485154112,0.22285367776303366
1,22112,0.04645127456279281,0.025293802561217084,2.2780554982432117,0.22341942485154112,0.22449886145589304
1,38041,0.04657797958173111,0.022581307208310714,2.033757910417406,0.22341942485154112,0.22542573031587546
1,20785,0.047282624407472905,0.024755206837674074,2.2295475308714447,0.22341942485154112,0.2233687969952325
1,36715,0.047531421874312016,0.026180309815797193,2.3578976936047433,0.22341942485154112,0.22203167081108632
1,6639,0.04800188028667432,0.026573916633852723,2.3933474119239757,0.22341942485154112,0.2219037610443038
1,9293,0.04821236599742592,0.025084768078655607,2.2592290623536653,0.22341942485154112,0.22367973356115795
