config_idx,W14_mean,W14_var,W23_mean,W23_var,W33_mean,W33_var
0,0.549137516098,0.110687111784,0.452226008918,0.138175865707,0.357089915792,0.178674059421
1,0.527541731836,0.11142747484,0.437201170756,0.143903481744,0.331595408675,0.170966784735
2,0.520442413995,0.106712919415,0.435466793604,0.145537716411,0.333556691822,0.175938197139
3,0.510047550674,0.114623179789,0.412801549719,0.15082546322,0.294933349819,0.187740085095
4,0.52669317894,0.109876132727,0.423019726988,0.150755098255,0.314289825957,0.187161875587
5,0.524884556626,0.105216738195,0.426066546513,0.143297738358,0.307593671376,0.18749256201
6,0.522933566177,0.109341850784,0.406695333709,0.152083849165,0.288434681612,0.19700505664
7,0.516970950474,0.111861162274,0.41588819071,0.146976954567,0.299864661112,0.186142466834
8,0.522638220187,0.113800605909,0.418278079832,0.146749722818,0.306101589143,0.191641937262
9,0.538000091767,0.104377528291,0.444979497879,0.134255495127,0.343105088062,0.17031778306
10,0.532569357992,0.104555909401,0.431347296176,0.141601497228,0.311348853748,0.184341939569
11,0.551182291518,0.107404228848,0.451979842227,0.132334736582,0.358191592745,0.166918840069
12,0.530590085967,0.111494378887,0.413625024625,0.151241343163,0.299893603018,0.187636562693
13,0.547030916221,0.096934427148,0.453938665722,0.140064875882,0.348825267574,0.179481502782
14,0.537172797846,0.106627566531,0.427757955313,0.147491540141,0.302800554747,0.186098468361
15,0.530013983824,0.108497095429,0.425724104186,0.145119510846,0.29145682532,0.192186160156
16,0.531946719312,0.105655049126,0.420954980416,0.13941566588,0.305313970185,0.182004062954
17,0.543346533683,0.099413779917,0.453602762091,0.130429464972,0.328904630674,0.17414880678
18,0.529737274413,0.111323016027,0.438033501196,0.143794523721,0.323885494351,0.177827752849
19,0.53692682775,0.106597994384,0.438064776798,0.14367244653,0.347578439477,0.188851687005
20,0.535917672662,0.108198227151,0.454800257914,0.139253524644,0.347243970174,0.1799695715
21,0.527288852386,0.110310957219,0.413867094805,0.149864331603,0.298714759414,0.190525005347
22,0.519522179832,0.114619829002,0.419953536157,0.149626351742,0.321317187087,0.1789084396
23,0.52691097076,0.107995514306,0.422980334199,0.154103301459,0.31588769949,0.197093923778
24,0.539928056295,0.099283971569,0.433017113664,0.144245939604,0.328544858329,0.178894007471
25,0.532382278288,0.111029635526,0.441429756858,0.138121480007,0.320294554899,0.177061374081
26,0.51731625287,0.107139565223,0.413237120994,0.153275358003,0.305581942476,0.198609866698
27,0.530834851765,0.107966370654,0.42943090936,0.14834086529,0.322486202596,0.178044632459
28,0.540332424603,0.104786766947,0.435836605513,0.141445788582,0.327369219086,0.181401595889
29,0.527970103987,0.109846772459,0.431209969659,0.143572586338,0.300732628179,0.196439164794
30,0.529735482454,0.10662738145,0.428686701258,0.143052674983,0.319091166655,0.18125078689
31,0.549440904864,0.106615822127,0.456368469264,0.138256233258,0.331866883098,0.176563572452
