config_idx,W14_mean,W23_mean,W33_mean,gamma_held,clamped
0,0.549137516098,0.452226008918,0.357089915792,0.085492721532,0
1,0.527541731836,0.437201170756,0.331595408675,0.092806964199,0
2,0.520442413995,0.435466793604,0.333556691822,0.088965014091,0
3,0.510047550674,0.412801549719,0.294933349819,0.109749986586,0
4,0.52669317894,0.423019726988,0.314289825957,0.10292688059,0
5,0.524884556626,0.426066546513,0.307593671376,0.10701596486,0
6,0.522933566177,0.406695333709,0.288434681612,0.118644635059,0
7,0.516970950474,0.41588819071,0.299864661112,0.108938770945,0
8,0.522638220187,0.418278079832,0.306101589143,0.106764120253,0
9,0.538000091767,0.444979497879,0.343105088062,0.089703818121,0
10,0.532569357992,0.431347296176,0.311348853748,0.107462987661,0
11,0.551182291518,0.451979842227,0.358191592745,0.085514541531,0
12,0.530590085967,0.413625024625,0.299893603018,0.11356489693,0
13,0.547030916221,0.453938665722,0.348825267574,0.089813954936,0
14,0.537172797846,0.427757955313,0.302800554747,0.114689512285,0
15,0.530013983824,0.425724104186,0.29145682532,0.120131057038,0
16,0.531946719312,0.420954980416,0.305313970185,0.11072642003,0
17,0.543346533683,0.453602762091,0.328904630674,0.100929217958,0
18,0.529737274413,0.438033501196,0.323885494351,0.098574823486,0
19,0.53692682775,0.438064776798,0.347578439477,0.086196753759,0
20,0.535917672662,0.454800257914,0.347243970174,0.087039507043,0
21,0.527288852386,0.413867094805,0.298714759414,0.113259772199,0
22,0.519522179832,0.419953536157,0.321317187087,0.095554751321,0
23,0.52691097076,0.422980334199,0.31588769949,0.101932966382,0
24,0.539928056295,0.433017113664,0.328544858329,0.098774776126,0
25,0.532382278288,0.441429756858,0.320294554899,0.10204271187,0
26,0.51731625287,0.413237120994,0.305581942476,0.104917331655,0
27,0.530834851765,0.42943090936,0.322486202596,0.099345651548,0
28,0.540332424603,0.435836605513,0.327369219086,0.099838161045,0
29,0.527970103987,0.431209969659,0.300732628179,0.11316052721,0
30,0.529735482454,0.428686701258,0.319091166655,0.101146212922,0
31,0.549440904864,0.456368469264,0.331866883098,0.101256253423,0
