config_idx,W11_mean,W11_var,W12_mean,W12_var,W13_mean,W13_var,W22_mean,W22_var
0,0.402964952926,0.168306022406,0.175203818106,0.235443972379,0.063815829505,0.243444509499,0.008725626352,0.282457326935
1,0.435114104378,0.158950255019,0.2072149668,0.216099556635,0.098195805234,0.247516054264,0.108153458152,0.279490619029
2,0.415881779487,0.172868021977,0.173517221026,0.232417693334,0.103823367744,0.245774676463,0.002928002781,0.243045101734
3,0.397754410277,0.180293618415,0.141460744471,0.23533299848,0.03187758651,0.263557608279,0.040402570532,0.257927707382
4,0.45367192734,0.18070541,0.210762661899,0.215495231456,0.094776784176,0.242029074393,0.024790143479,0.238069062788
5,0.442409288663,0.179465074331,0.218140677543,0.240378628404,0.10154192653,0.262216196074,0.083733353907,0.250485263221
6,0.408823923858,0.181679008831,0.156068078289,0.226890846629,0.069334033748,0.242644704863,0.015603634931,0.246942806335
7,0.408402451011,0.156699542999,0.140527351219,0.239391915525,0.043286729325,0.253905627901,-0.008508771914,0.252722711638
8,0.412356825204,0.17393586646,0.123916514935,0.260300168348,0.050048774662,0.249016959286,0.017578941296,0.216595371979
9,0.396996098248,0.166485692758,0.17143475671,0.23842373822,0.076466716799,0.228394940738,0.039008154746,0.276247689753
10,0.443062388896,0.175244179881,0.214743570749,0.221777684723,0.094540649496,0.237223557732,0.068760680063,0.252699740073
11,0.392685033281,0.165612706663,0.149462715334,0.22642956686,0.046328600371,0.265909958308,0.051914300606,0.239027258326
12,0.466238456996,0.142328134966,0.20821886982,0.231805789492,0.084093500552,0.260607074718,0.026563383519,0.265221918901
13,0.449175226764,0.154659971536,0.19970027933,0.252573371729,0.066396365528,0.271933367776,0.040408858448,0.262695055071
14,0.459909330804,0.159214282817,0.192066950983,0.242710289237,0.086287503639,0.244149238823,0.008557739949,0.253086787126
15,0.441803450195,0.150627748587,0.205411200409,0.230538799318,0.065666477488,0.241135521665,0.049558180476,0.252696766741
16,0.43734253693,0.14459516134,0.220056002672,0.21702217713,0.092771261955,0.229838243714,0.097663193777,0.245573090556
17,0.444192306261,0.179273011849,0.184296630886,0.237641458704,0.095344209334,0.250698502277,0.068842125989,0.217159357852
18,0.406184261686,0.191257123987,0.200739363464,0.250555823184,0.061739951762,0.243406509826,0.06254527001,0.257241359157
19,0.44715274375,0.156387224275,0.204266718313,0.212867911904,0.092768885111,0.236377160198,0.004827177081,0.249249106045
20,0.445983876667,0.149584571699,0.197442964456,0.238723538223,0.092904167947,0.242007428008,-0.003536969092,0.235910101895
21,0.443010007948,0.176377607961,0.206434838531,0.215403740321,0.099937221296,0.246405166479,-0.002952409824,0.242308606906
22,0.38309914275,0.155977664639,0.11111110513,0.229860513609,0.021323806977,0.249211017203,-0.034109616973,0.247352294028
23,0.419272078718,0.18443384995,0.161618309416,0.241418005881,0.091426439049,0.232112252618,0.095774382111,0.240780369318
24,0.413292416501,0.157619835126,0.14414194942,0.23361362714,0.020707436349,0.250059864439,0.052925717322,0.246149599719
25,0.467638239894,0.146908237401,0.212712137348,0.229232454136,0.105979843141,0.26257254545,0.03509590158,0.232887096756
26,0.450602734504,0.152540771127,0.200946832359,0.221042814324,0.081078691913,0.270602009127,0.08653637651,0.247236888039
27,0.429223228075,0.166498048625,0.167549057932,0.238655651,0.088480084025,0.248451559312,-0.041079550907,0.265774295128
28,0.415250633265,0.175887425987,0.17366211959,0.212050201942,0.102213335434,0.235406384439,0.066537879238,0.223335418218
29,0.422713560471,0.148985913928,0.166854349803,0.219476570943,0.080168782914,0.236735346367,0.017643174482,0.25502867436
30,0.445641929209,0.158733277351,0.190178103294,0.229570462329,0.055701138126,0.247993214426,0.056327355298,0.261710889078
31,0.482315738141,0.147296206346,0.224261534155,0.225419118289,0.119620684192,0.238661581229,0.035221567107,0.246692846547
