config_idx,W14_mean,W23_mean,W33_mean,gamma_held,clamped
0,0.120361942184,0.040633261876,-0.000258018128,4.373233576671,1
1,0.148991977239,0.065052129437,0.022024531529,0.380662656581,0
2,0.141464720508,0.065531088357,0.01445988192,0.459890862694,0
3,0.143249217531,0.061371138092,0.020657332966,0.385381000127,0
4,0.142050741506,0.069977264625,0.020437653167,0.389537609267,0
5,0.147098124561,0.071474929796,0.020484059684,0.396049206438,0
6,0.137277568159,0.060154604764,0.021664357207,0.366989614772,0
7,0.115766744892,0.049440848097,0.016601226179,0.386473840099,0
8,0.136905157928,0.066364371779,0.026190244144,0.329133772528,0
9,0.139299707505,0.065675444836,0.024544991765,0.345712024208,0
10,0.124711648761,0.049724151786,0.005251596326,0.642638522748,0
11,0.134831476507,0.053126908828,0.00877155731,0.550756536545,0
12,0.132046971773,0.046879638636,0.006924445622,0.593400616456,0
13,0.131123517703,0.054719933879,0.008625678644,0.549927822504,0
14,0.134189158327,0.057258205303,0.019730394978,0.381185296869,0
15,0.142117140595,0.052078133389,0.012219342171,0.49013541458,0
16,0.151079756442,0.062310258722,0.008617108634,0.579652222466,0
17,0.129215334106,0.04238047328,0.009206606275,0.526781031791,0
18,0.156733094413,0.064142767033,0.01494606181,0.47124575965,0
19,0.137925756796,0.04954915193,0.018098956841,0.400608935271,0
20,0.118460279849,0.049122892076,0.025264307365,0.302137583262,0
21,0.130157889311,0.050217394982,0.010041692085,0.514306161349,0
22,0.13707295012,0.055332884057,0.022660624072,0.355050786317,0
23,0.144767122553,0.054795152581,-0.0038188722,4.415111887921,1
24,0.133562763283,0.048159436944,0.006475989709,0.610308054381,0
25,0.14828864066,0.058774857953,0.014940719269,0.458818845866,0
26,0.1292206301,0.060826584977,0.026956200448,0.310130762659,0
27,0.147850202373,0.057398903408,0.014877805601,0.458538372109,0
28,0.139635689528,0.066676281545,0.021138575612,0.378008162863,0
29,0.132356092852,0.049840644662,0.023757807347,0.335895076281,0
30,0.138785405433,0.051019020904,0.020863249624,0.372599658488,0
31,0.127883187731,0.045936029727,0.015643854045,0.415380145099,0
