sample_idx,abs_mean_P,mean_abs_P,chi_P,mean_P,mean_plaquette
0,0.527662005954,0.552266741371,0.080916876866,0.527662005954,0.831541426023
1,0.536271548336,0.562314255669,0.091732232044,0.536271548336,0.841708858125
2,0.518353162663,0.572044840764,0.136760922104,0.518353162663,0.84565468009
3,0.554230882929,0.58719156622,0.10983223388,0.554230882929,0.841604944455
4,0.390284653421,0.463747256749,0.135917096789,0.390284653421,0.844528079695
5,0.513269725304,0.542707421448,0.102039854082,-0.513269725304,0.842545607095
6,0.44454922213,0.517997832976,0.142518805543,-0.44454922213,0.835108940698
7,0.1211241164,0.457614465219,0.272713041175,-0.1211241164,0.840068924011
8,0.311315726551,0.431299997436,0.166333991465,0.311315726551,0.838069556337
9,0.127846727296,0.400508050686,0.20671573694,0.127846727296,0.839508079155
10,0.013802648022,0.319169279049,0.159914458471,-0.013802648022,0.84225286097
11,0.096828943816,0.360030701147,0.173057787052,-0.096828943816,0.840463905243
12,0.324268109875,0.4428815548,0.157235043282,-0.324268109875,0.841791306322
13,0.040475943288,0.403529216248,0.224123997259,-0.040475943288,0.845195293224
14,0.388809625719,0.461656513298,0.133782553609,-0.388809625719,0.841276211087
15,0.306244531801,0.450923424676,0.183851289827,-0.306244531801,0.840816447606
16,0.597282777094,0.627118433669,0.096338422741,-0.597282777094,0.837761649725
17,0.371210032671,0.469352711665,0.149418200647,-0.371210032671,0.845889831561
18,0.371905565774,0.511456714015,0.199935516286,-0.371905565774,0.837666412206
19,0.373618043909,0.471868993948,0.166460794321,-0.373618043909,0.842363459075
20,0.4109485391,0.504286028461,0.165510966914,-0.4109485391,0.830158766872
21,0.510085485859,0.562773385226,0.132938123078,-0.510085485859,0.845424279077
22,0.334439190853,0.466224398258,0.173691779019,-0.334439190853,0.841615789456
23,0.398122952901,0.48689941629,0.15200766248,-0.398122952901,0.84134323049
24,0.107770928967,0.38553153381,0.199348131352,0.107770928967,0.836272226341
25,0.128695108006,0.381304782031,0.189597091676,-0.128695108006,0.836716689705
26,0.373910560731,0.459629075946,0.140835063677,-0.373910560731,0.842699868292
27,0.579229715595,0.614232375698,0.10525583337,-0.579229715595,0.840539337201
28,0.416731171668,0.501344707137,0.161637636266,-0.416731171668,0.837944476451
29,0.467179427616,0.537563579367,0.147418498,-0.467179427616,0.841770699794
30,0.544520169613,0.597688131766,0.126881658117,-0.544520169613,0.835562427049
31,0.58335592835,0.606135581626,0.087348723389,-0.58335592835,0.841065131936
32,0.23582857896,0.43159683715,0.205317576007,-0.23582857896,0.83599563968
33,0.41208305045,0.466301220255,0.123057437693,-0.41208305045,0.84343032439
34,0.341800838135,0.454526069253,0.165507842237,-0.341800838135,0.844086065922
35,0.304646851502,0.428061574739,0.160708597238,0.304646851502,0.831834797259
36,0.479218871126,0.518966115971,0.111649799152,0.479218871126,0.849845143258
37,0.398896888245,0.474852299759,0.149372772043,0.398896888245,0.838303531237
38,0.483967640417,0.511452497634,0.10310187061,0.483967640417,0.838035474541
39,0.421782171964,0.523035280843,0.173583269177,0.421782171964,0.834302169792
40,0.525929007052,0.554804588746,0.101357726787,0.525929007052,0.844639820486
41,0.231801764781,0.418390546469,0.19095717726,0.231801764781,0.838976117963
42,0.302170736151,0.437265395124,0.168653226451,0.302170736151,0.848397297121
43,0.483228338636,0.53303439193,0.116936068585,0.483228338636,0.84986817136
44,0.366508950036,0.484850713466,0.169390863284,0.366508950036,0.828247590085
45,0.528988256503,0.54551948459,0.099335950601,0.528988256503,0.836519805159
46,0.295345523271,0.457756278117,0.202691079231,0.295345523271,0.842490187782
47,0.372891240139,0.466580610274,0.146167758863,0.372891240139,0.847577943679
48,0.463703380792,0.507174925889,0.118513783172,0.463703380792,0.848044561902
49,0.241265649598,0.361875151973,0.140516503687,0.241265649598,0.839846567753
50,0.581371419173,0.613146627767,0.099260443391,0.581371419173,0.837590704808
51,0.4161032628,0.468634738489,0.130712770117,0.4161032628,0.840900721338
52,0.411324239642,0.512160275221,0.164020669911,0.411324239642,0.835522951861
53,0.420786025615,0.48418354663,0.130861579161,-0.420786025615,0.841107910639
54,0.401226420063,0.459862800689,0.117098069616,-0.401226420063,0.842028617714
55,0.419886439953,0.470699320901,0.11871473832,-0.419886439953,0.838891616895
56,0.44615489615,0.505665244997,0.135178898696,-0.44615489615,0.842054229494
57,0.477647347106,0.514102562467,0.116531361256,-0.477647347106,0.8394594062
58,0.48672884013,0.53200661168,0.116071989781,-0.48672884013,0.839633304692
59,0.293987181505,0.413816456906,0.1547131592,0.293987181505,0.84091328963
60,0.311581507191,0.444712178316,0.168236488104,0.311581507191,0.841918682322
61,0.525727402747,0.560064241674,0.105385582377,0.525727402747,0.839985839864
62,0.239323706873,0.49015973655,0.262814712178,0.239323706873,0.834519051845
63,0.595702636431,0.601286491505,0.069457944503,0.595702636431,0.837793860958
