sample_idx,abs_mean_P,mean_abs_P,chi_P,mean_P,mean_plaquette
0,0.119322371816,0.337611641164,0.157797436919,0.119322371816,0.847864074895
1,0.596089877549,0.603490695954,0.057138598778,0.596089877549,0.844021200255
2,0.382960197024,0.474503849539,0.155614942322,0.382960197024,0.849729065418
3,0.588081666679,0.611021472515,0.088435808698,0.588081666679,0.846359376835
4,0.305332633247,0.462601554503,0.208241700504,0.305332633247,0.852065219358
5,0.346523698153,0.481422119325,0.17982382964,-0.346523698153,0.846655696811
6,0.640174425006,0.658971084831,0.086565244717,-0.640174425006,0.844566738494
7,0.435505738671,0.480486951612,0.111137006941,-0.435505738671,0.849268870856
8,0.476580057581,0.531626099947,0.127109896168,-0.476580057581,0.848440143408
9,0.332099241505,0.455068897936,0.168706391081,-0.332099241505,0.842356167112
10,0.517581775229,0.554441801867,0.107952132501,-0.517581775229,0.847441343784
11,0.527160794433,0.555535236835,0.102026412959,-0.527160794433,0.848891678877
12,0.416250499125,0.452411098003,0.107987929847,-0.416250499125,0.845347704506
13,0.542637672648,0.573242322248,0.097971148039,0.542637672648,0.847844984081
14,0.343964383894,0.438866354586,0.151663750278,0.343964383894,0.849669264039
15,0.263454223172,0.398447785968,0.168115376741,0.263454223172,0.842853346394
16,0.186488812371,0.387837296296,0.180908356539,0.186488812371,0.845353535173
17,0.496582216416,0.529851996376,0.102030314836,0.496582216416,0.853114988085
18,0.546179848842,0.586301998607,0.117872272952,0.546179848842,0.845240155707
19,0.489457839452,0.518913872884,0.104383499009,0.489457839452,0.844292542527
20,0.23685590429,0.379097773715,0.155925340345,0.23685590429,0.850169868541
21,0.436945733181,0.492401654177,0.121372512228,0.436945733181,0.851370320721
22,0.151132482684,0.437696799017,0.236536562143,0.151132482684,0.83511290895
23,0.24233624208,0.414960818661,0.173238145882,0.24233624208,0.850077932285
24,0.622312138607,0.625654923594,0.071536576155,0.622312138607,0.849701980276
25,0.49413389264,0.541903283874,0.119753557405,0.49413389264,0.852107514557
26,0.331655241264,0.419807416162,0.135955951577,0.331655241264,0.847162764368
27,0.46814284844,0.539120459278,0.134608378358,0.46814284844,0.850631726159
28,0.510351002481,0.545501906072,0.108655819346,0.510351002481,0.842412065465
29,0.422047247981,0.480347644968,0.131748441761,0.422047247981,0.845809651345
30,0.003675905513,0.384471888295,0.210995677246,0.003675905513,0.848791752116
31,0.4278520473,0.501489286944,0.142946031299,0.4278520473,0.839997046872
32,0.544227088866,0.583082913261,0.111484689569,0.544227088866,0.84280071775
33,0.389969946695,0.484339993603,0.152419874806,0.389969946695,0.853010270278
34,0.544423079514,0.564033970584,0.09622358035,0.544423079514,0.844495967508
35,0.278799499325,0.442283875638,0.183024893597,0.278799499325,0.843334972881
36,0.424373049144,0.502088243682,0.144653038984,0.424373049144,0.847990032827
37,0.511484996632,0.537739184252,0.108643131362,0.511484996632,0.850170599851
38,0.532248710328,0.560000704548,0.094305110426,0.532248710328,0.85196026228
39,0.430904537025,0.475638322875,0.110355457382,0.430904537025,0.845471630731
40,0.497444456235,0.549186635789,0.125057583012,0.497444456235,0.847598259838
41,0.57659944904,0.598871541959,0.099850977233,0.57659944904,0.84179814864
42,0.461234175646,0.51332608373,0.121794005,0.461234175646,0.852113387527
43,0.342880973012,0.448361235951,0.154425702476,0.342880973012,0.84377891572
44,0.325218863595,0.42295044555,0.140366823342,0.325218863595,0.846935178829
45,0.470943497429,0.493008590587,0.088577345795,0.470943497429,0.847861700904
46,0.490913738697,0.51981076454,0.103921831542,0.490913738697,0.849518602476
47,0.471713176349,0.538826673253,0.132235608766,0.471713176349,0.848938572812
48,0.335520501119,0.44394961286,0.15620162092,0.335520501119,0.847619255847
49,0.343311545172,0.473513438852,0.180072807435,0.343311545172,0.849812243236
50,0.231633048426,0.431907442162,0.200805194688,-0.231633048426,0.837924020176
51,0.375312846364,0.456009236261,0.138228311044,-0.375312846364,0.838566011581
52,0.4885678849,0.528948593008,0.109469252058,-0.4885678849,0.845274005915
53,0.496609875571,0.529957289516,0.10424594587,-0.496609875571,0.847563776304
54,0.216063284658,0.389577536534,0.176091670139,-0.216063284658,0.842428722173
55,0.519071904357,0.554533900287,0.113074203622,-0.519071904357,0.85152555448
56,0.552686718909,0.57984881087,0.107312237561,-0.552686718909,0.851389019008
57,0.452159919526,0.497512492297,0.116014044017,-0.452159919526,0.845248638156
58,0.500150912102,0.544606741456,0.101989422254,-0.500150912102,0.847699049979
59,0.288424505435,0.427857481502,0.159716878654,-0.288424505435,0.847406011771
60,0.559292544998,0.591171167184,0.10857283883,-0.559292544998,0.847659384514
61,0.452332291516,0.497339937151,0.116717239292,-0.452332291516,0.841809222566
62,0.592500778776,0.600730165277,0.077941914363,-0.592500778776,0.844342390683
63,0.319931444555,0.442646740069,0.1749647644,-0.319931444555,0.848556330898
