config_idx,W11_mean,W11_var,W12_mean,W12_var,W13_mean,W13_var,W22_mean,W22_var
0,0.458934591032,0.154818819075,0.218692030861,0.216879332116,0.107997146622,0.238360262587,0.049706918328,0.243411562129
1,0.458509785301,0.151786768971,0.213134520399,0.223658392032,0.097940259564,0.249737094624,0.039243149184,0.251308235967
2,0.451582106732,0.160618014773,0.209976228577,0.231107807665,0.101873467614,0.239844158856,0.052314896755,0.246816831407
3,0.458942527343,0.150261358346,0.206682767589,0.221562384212,0.090002241512,0.243505165075,0.04602082122,0.250408277208
4,0.457463139821,0.155382120913,0.208418379349,0.226175172448,0.096101291912,0.244804477975,0.038965589268,0.248899274123
5,0.45283424779,0.155368517286,0.201364353522,0.225483266852,0.090648091619,0.243164647924,0.032956776987,0.246337236551
6,0.454690922146,0.157276203476,0.206455791407,0.223758130063,0.097535992846,0.244660596083,0.049458203097,0.245167008273
7,0.458267386231,0.152359865486,0.20969858743,0.223538880263,0.091176048156,0.244501186059,0.034630142716,0.251519952221
8,0.456928965807,0.154493357593,0.208291952508,0.22644684073,0.093588018922,0.243370306295,0.043893102174,0.249675902315
9,0.464883209268,0.148561444985,0.217840035246,0.218647171987,0.105872936986,0.246309730847,0.041962233482,0.246930921703
10,0.458405361361,0.152751580276,0.208442007069,0.222991708543,0.090409452665,0.246094281802,0.0438675949,0.242317159603
11,0.459233322165,0.154027428511,0.220863673821,0.221065014296,0.100904083421,0.243763202963,0.053206999058,0.25285813817
12,0.456446506932,0.152828150822,0.208469103867,0.223546621613,0.092834497178,0.245686204898,0.045113016137,0.249449761384
13,0.454101906814,0.157548500404,0.20259640596,0.221653679832,0.093909657058,0.243548828169,0.048656614157,0.247656484499
14,0.44793784742,0.152546933985,0.204223517737,0.224490882961,0.097424677509,0.242627470494,0.041986933049,0.2490630725
15,0.45756446367,0.156015052189,0.204261468375,0.222754872309,0.086626684074,0.24600547372,0.039161427747,0.248217909931
16,0.453932348624,0.15188525484,0.200550405552,0.225105751809,0.095728468614,0.24764081361,0.034253358311,0.245710481618
17,0.45315001806,0.154928243914,0.20998214563,0.222189362138,0.09481168237,0.243686727871,0.058016689139,0.247207977402
18,0.451904486197,0.154873536069,0.209199433615,0.223388092051,0.104166184741,0.24665768633,0.044984586015,0.251549131684
19,0.453417757959,0.15716019787,0.205127033139,0.222472417281,0.091404733844,0.243039131857,0.0395516826,0.250100266835
20,0.455736764303,0.158233636561,0.206274324165,0.224210297484,0.0923221945,0.242765023705,0.049357503877,0.247164074279
21,0.457712260989,0.155017844459,0.205832562338,0.223366713796,0.093144874666,0.246738454873,0.053699634219,0.245093148371
22,0.449986947838,0.15781759767,0.201695434176,0.223120439306,0.084294601538,0.244987847679,0.042637141935,0.246091838513
23,0.460073192851,0.152696272949,0.21018867418,0.220261051043,0.094066187194,0.245195545324,0.042081619654,0.24905462532
24,0.4619857257,0.15046665317,0.210376788726,0.21785277421,0.095091073945,0.242785292601,0.042040706963,0.245532713469
25,0.468374676815,0.148033281494,0.224365062333,0.215225764633,0.106118021491,0.23807659245,0.047537172629,0.250366595898
26,0.451502572825,0.154650138668,0.205154089521,0.225563862943,0.088949161702,0.243282728967,0.040412030571,0.247299233118
27,0.463374655251,0.150795677982,0.21766217058,0.219396490007,0.101284696931,0.242600805896,0.043646602192,0.248653846078
28,0.466114787008,0.148425908469,0.216771499848,0.22186359546,0.097879082885,0.241923705655,0.034760303966,0.246867271995
29,0.463626703267,0.154938451451,0.221447705543,0.221858232691,0.10912640308,0.241842934489,0.049543167244,0.244353042108
30,0.455281095076,0.153493739735,0.207345736073,0.223074438033,0.094503411325,0.243050821213,0.045590321045,0.248292276024
31,0.453938584008,0.157482968082,0.204633599263,0.225315308992,0.092852983993,0.243483755464,0.039060642181,0.250515583357
