config_idx,W11_mean,W11_var,W12_mean,W12_var,W13_mean,W13_var,W22_mean,W22_var
0,0.840420624096,0.017200729852,0.716771629044,0.047693807197,0.618668845685,0.080191278305,0.531306627881,0.11149757294
1,0.834266889153,0.017522624039,0.714180034041,0.046931227668,0.610238742011,0.080129687231,0.552647262066,0.098956377118
2,0.846979123245,0.014961597694,0.729572466128,0.042732549154,0.634758585866,0.07111151628,0.559522540237,0.100716107383
3,0.838048266956,0.016888052634,0.714803688018,0.046822609483,0.613986822485,0.077573971788,0.553829331383,0.100695317421
4,0.835165262422,0.019739635482,0.709436062314,0.050499132612,0.609700951676,0.079995002625,0.535211356806,0.110479226565
5,0.837757400033,0.016764340602,0.718891016398,0.045925680197,0.620372401219,0.077472322982,0.554322956525,0.097444008304
6,0.842806440546,0.015739377543,0.727165129267,0.041193459231,0.631831816213,0.072792073995,0.562598113597,0.092031992353
7,0.842566887751,0.016020208879,0.724685630247,0.043443965933,0.621099337406,0.07274805358,0.559968593744,0.093876770979
8,0.845047679604,0.014459533864,0.726945273346,0.042215800881,0.628820925636,0.070031697145,0.55757198066,0.095847681051
9,0.838266944825,0.01618694971,0.720228221033,0.041655925362,0.622260472804,0.070125103577,0.557291460528,0.095975853329
10,0.84174315444,0.016220659594,0.732000571015,0.042503133312,0.6400262024,0.071560601137,0.582981133165,0.087806650048
11,0.839682748104,0.016020622194,0.718141001145,0.044922132941,0.619188674439,0.072722285713,0.550835647204,0.099784470174
12,0.838556168634,0.017888215888,0.720667761269,0.046074161031,0.626114675653,0.071674230221,0.561441995355,0.097497279124
13,0.837681600348,0.016558704937,0.723261825669,0.041842018914,0.628162822487,0.071888436635,0.559461310716,0.093136891992
14,0.836733371118,0.017124043875,0.715965463474,0.046688436468,0.615767417208,0.078815386515,0.550515859492,0.098473848808
15,0.82958629141,0.017978463482,0.704826524995,0.049367535235,0.599871838028,0.084285336668,0.525760330124,0.105137170686
16,0.841846704996,0.015721147049,0.723245112708,0.043388319694,0.629564008418,0.073187543413,0.566615373631,0.094708034449
17,0.848211845189,0.015227968468,0.737696008931,0.039308072396,0.644221515987,0.067281585376,0.588600779753,0.081966843455
18,0.837931557159,0.017461336262,0.718843590549,0.047880009589,0.620034662378,0.079698983627,0.545456239947,0.107149346153
19,0.842522043263,0.017034236934,0.730451247582,0.042471552118,0.639558363463,0.071918628998,0.56665210409,0.090971544703
20,0.833531176944,0.018592412244,0.715967919225,0.046161965665,0.616230161334,0.077941197407,0.553397585951,0.104363832138
21,0.837581199069,0.017002078632,0.715642416999,0.045970993967,0.618258701786,0.074326099586,0.553436728078,0.097036461752
22,0.838686486488,0.01716750461,0.716816796226,0.043839915952,0.611931264095,0.076443719895,0.536330976729,0.102366868098
23,0.840826851314,0.015512725167,0.725676436755,0.042481597545,0.626763929168,0.075092834013,0.558440920679,0.09697069531
24,0.836919180879,0.017194126189,0.713035916802,0.047907439736,0.608142852103,0.079804217819,0.542947325221,0.109263128879
25,0.84178625804,0.015142133667,0.726923683185,0.041406367659,0.634362732055,0.068742672993,0.561078267916,0.090091840783
26,0.852732815006,0.01472685623,0.746373044452,0.039332994767,0.662291887624,0.063809261109,0.592447136188,0.086616136281
27,0.84611731693,0.016045665589,0.736328750457,0.041124057797,0.643261638231,0.068279854641,0.585914746122,0.082467323121
28,0.841608639097,0.016724707253,0.723618265165,0.044340239742,0.629061634475,0.073965092826,0.553046385376,0.097359987117
29,0.833129400552,0.017667449209,0.710319223876,0.04830887942,0.610661120169,0.078534012757,0.534557868946,0.108912609065
30,0.833327540766,0.017932062315,0.714842260243,0.045595434151,0.621695701283,0.071888587986,0.555110998958,0.095613198947
31,0.84938443716,0.015485845536,0.742566681995,0.039889684956,0.652744141159,0.064397541306,0.601865742638,0.084360625382
