sample_idx,abs_mean_P,mean_abs_P,chi_P,mean_P,mean_plaquette
0,0.525463495925,0.563647206353,0.120141261555,-0.525463495925,0.85764688317
1,0.564797293143,0.588636203918,0.086043007456,-0.564797293143,0.863850416466
2,0.524287607156,0.545458519943,0.09934600747,-0.524287607156,0.856221849694
3,0.590323754361,0.612089386932,0.099170483881,-0.590323754361,0.861132123193
4,0.537450776726,0.555671569354,0.088821322449,-0.537450776726,0.856416042847
5,0.418028202781,0.457717275095,0.099343025344,-0.418028202781,0.862753458435
6,0.134169904202,0.377287289916,0.191185675405,0.134169904202,0.854627334897
7,0.500565354278,0.549599747271,0.117796115477,0.500565354278,0.85969057381
8,0.621597924182,0.630645106038,0.068829507262,0.621597924182,0.863716142535
9,0.623619326535,0.628419257946,0.060953161679,0.623619326535,0.861478090227
10,0.115018320333,0.345287055863,0.163577443957,0.115018320333,0.863533178341
11,0.456623129982,0.526153865604,0.147881906441,-0.456623129982,0.864211331766
12,0.609005572375,0.617440990634,0.070884526879,-0.609005572375,0.86564665187
13,0.454964096576,0.541566559569,0.154503539483,-0.454964096576,0.864185633495
14,0.248113561258,0.394504808373,0.154575145484,-0.248113561258,0.863882369215
15,0.609415906772,0.609756406904,0.060380839399,0.609415906772,0.861629350767
16,0.424184283223,0.506633345277,0.148938054252,0.424184283223,0.861949499152
17,0.611368956602,0.625053670225,0.075286697546,0.611368956602,0.859357684823
18,0.306957118177,0.448265607774,0.184175422186,0.306957118177,0.861242166837
19,0.533376181023,0.563720374758,0.097669232922,0.533376181023,0.8660550015
20,0.568812160753,0.601285760814,0.103368160113,0.568812160753,0.860112526186
21,0.51540806151,0.533114878998,0.090436141124,0.51540806151,0.856165177324
22,0.601057996438,0.62441773274,0.078296630888,0.601057996438,0.858863971196
23,0.554904179886,0.571895903391,0.0916013331,0.554904179886,0.865517373693
24,0.543068126895,0.572592213668,0.105098362185,0.543068126895,0.859556543713
25,0.526381972922,0.546862144564,0.096483954035,0.526381972922,0.863599822999
26,0.469719730672,0.489583773246,0.084482582886,0.469719730672,0.861017543989
27,0.453011588204,0.512582305673,0.135861960154,0.453011588204,0.859631921373
28,0.505315068159,0.539182889483,0.104042353239,0.505315068159,0.86144370244
29,0.339375247017,0.439533702337,0.14788879219,0.339375247017,0.855091820806
30,0.034152508163,0.327650059441,0.156905830256,-0.034152508163,0.86035466754
31,0.594740533913,0.623442154126,0.09966691304,-0.594740533913,0.858422752417
32,0.572505864889,0.587517128683,0.07451390972,-0.572505864889,0.863173652452
33,0.533480889976,0.545324317276,0.095874246325,-0.533480889976,0.864261955113
34,0.38009162316,0.509493559578,0.175913632005,-0.38009162316,0.85968008072
35,0.43514708157,0.482527023967,0.115274357005,-0.43514708157,0.854944187904
36,0.281034361607,0.405638917404,0.152826174386,-0.281034361607,0.859597772247
37,0.458481556931,0.493197271295,0.104553573572,-0.458481556931,0.86120854489
38,0.473788651358,0.516815445476,0.113725489668,-0.473788651358,0.859671867442
39,0.29771732056,0.447559450086,0.190183077281,-0.29771732056,0.859751143817
40,0.462701259718,0.511784470133,0.124510354642,-0.462701259718,0.860326274663
41,0.518255795117,0.529507713047,0.090086127818,-0.518255795117,0.861046139678
42,0.009397148766,0.323859357021,0.16089386829,0.009397148766,0.859132232341
43,0.475691247605,0.524350403561,0.123973632245,0.475691247605,0.858312115175
44,0.384865264998,0.45526841628,0.139821020087,0.384865264998,0.867993976915
45,0.534048149914,0.577850897612,0.110851699833,0.534048149914,0.858986268809
46,0.654359825605,0.657580621913,0.05978333917,0.654359825605,0.860799589823
47,0.225641108463,0.41303605979,0.189562526054,0.225641108463,0.856114428807
48,0.135081481868,0.365531261529,0.175780956906,0.135081481868,0.859726051483
49,0.525347959487,0.540516622883,0.077001777484,0.525347959487,0.863383752117
50,0.539050077194,0.570164326196,0.120862284486,0.539050077194,0.858940555222
51,0.33246625734,0.421959378673,0.131219052672,0.33246625734,0.854604181799
52,0.052587691467,0.443128373394,0.259446931206,-0.052587691467,0.854962112283
53,0.365726762354,0.471062932012,0.168317072847,-0.365726762354,0.856102380877
54,0.56680034558,0.582739259744,0.096268642179,-0.56680034558,0.865536020347
55,0.404203873557,0.480528662154,0.141208048783,-0.404203873557,0.85890483342
56,0.472880533464,0.501760351666,0.104233904118,-0.472880533464,0.85840375515
57,0.424908141507,0.493089474757,0.130833948553,-0.424908141507,0.851785318436
58,0.433962541687,0.495894620775,0.126002532958,-0.433962541687,0.858914808378
59,0.445297751986,0.493893316242,0.119021376961,-0.445297751986,0.861608081936
60,0.349933677979,0.458597926651,0.171262972076,-0.349933677979,0.858025646922
61,0.605312437879,0.608144038444,0.062036449855,-0.605312437879,0.860897125689
62,0.536113583421,0.569281754653,0.108045290608,-0.536113583421,0.86018231209
63,0.616850635396,0.627337401603,0.082305296548,-0.616850635396,0.861215189913
64,0.547411005592,0.560988369975,0.084953647255,-0.547411005592,0.863645877623
65,0.638333609543,0.653775311047,0.0798268237,-0.638333609543,0.86975709655
66,0.450457880823,0.505089467964,0.116794054929,-0.450457880823,0.861766695338
67,0.650715103777,0.653808903995,0.061372769889,-0.650715103777,0.864643975176
68,0.352612289405,0.442237757349,0.134168802687,-0.352612289405,0.860966412247
69,0.002716764753,0.353910085785,0.184834529301,0.002716764753,0.862205788962
70,0.60343035905,0.607998558655,0.077893486225,0.60343035905,0.862025651059
71,0.58706242097,0.597621960587,0.079111872985,0.58706242097,0.857464709522
72,0.204995201903,0.385782610039,0.164871436215,0.204995201903,0.859562328276
73,0.484280173441,0.544375678344,0.13095482198,0.484280173441,0.85835755764
74,0.691846182541,0.697509180072,0.042784544873,0.691846182541,0.865365963976
75,0.593067305481,0.60739887174,0.084067577656,0.593067305481,0.855715654436
76,0.389421238055,0.484700891409,0.15087254641,0.389421238055,0.859456075907
77,0.556570652177,0.583392294713,0.097545684486,0.556570652177,0.864541370939
78,0.514955398449,0.545609602037,0.10370819497,0.514955398449,0.86160454446
79,0.548852005326,0.570502970367,0.089268951131,0.548852005326,0.861361407839
80,0.486729930085,0.532656391078,0.118896211792,0.486729930085,0.854407164414
