sample_idx,abs_mean_P,mean_abs_P,chi_P,mean_P,mean_plaquette
0,0.447010198196,0.527591531631,0.150119324786,-0.447010198196,0.831022527265
1,0.311212544092,0.413726532871,0.140844251867,-0.311212544092,0.836159304419
2,0.498877930874,0.545782026358,0.125230217421,-0.498877930874,0.829008607436
3,0.363738483866,0.428739292076,0.118698286525,-0.363738483866,0.830956822313
4,0.313477379614,0.43257728708,0.166715785161,-0.313477379614,0.833997191685
5,0.441502083338,0.472731836004,0.09605966671,-0.441502083338,0.824531670563
6,0.271876365318,0.443052172642,0.196487345778,-0.271876365318,0.834450912657
7,0.357406388736,0.463085174455,0.155270345767,-0.357406388736,0.832023389796
8,0.373484592408,0.492733367877,0.185519688311,-0.373484592408,0.835159372855
9,0.400913605014,0.464951210422,0.123791849603,-0.400913605014,0.834328896501
10,0.299053665587,0.428636836448,0.159721019241,-0.299053665587,0.834877785379
11,0.061713293195,0.398157357499,0.214549541564,-0.061713293195,0.836938995131
12,0.386337391635,0.487601761181,0.170484534074,0.386337391635,0.834425091046
13,0.245069806962,0.451662865299,0.215474620341,-0.245069806962,0.830757810172
14,0.425028478397,0.508802473945,0.145608970983,-0.425028478397,0.839553101908
15,0.321966656027,0.453372376004,0.17143621869,0.321966656027,0.833947593198
16,0.360425644318,0.467039837614,0.159441054058,0.360425644318,0.829739409031
17,0.349759011193,0.445253699668,0.1511124477,0.349759011193,0.833105734035
18,0.284334528005,0.399874481371,0.141428884477,0.284334528005,0.830169426738
19,0.358518288872,0.467435902266,0.150572325185,0.358518288872,0.835295182573
20,0.081526255516,0.410664257697,0.226715484252,-0.081526255516,0.832675018517
21,0.423324269249,0.508249124096,0.14808461567,-0.423324269249,0.831583899547
22,0.453757147484,0.520447267749,0.132400971846,-0.453757147484,0.832403854356
23,0.445896939995,0.530828447109,0.1688275528,-0.445896939995,0.838641401012
24,0.482976943891,0.522233930474,0.115065630927,-0.482976943891,0.832855959655
25,0.487239399868,0.519050446405,0.119235467856,-0.487239399868,0.832822957356
26,0.405200335704,0.485872620648,0.138546631253,-0.405200335704,0.83341885704
27,0.484783660653,0.535450360099,0.133801445116,-0.484783660653,0.827996457146
28,0.447919307415,0.530958404507,0.160331620274,-0.447919307415,0.834843039269
29,0.43386481692,0.510552909128,0.137298842641,-0.43386481692,0.834422137542
30,0.371104712071,0.530271244851,0.213800073934,-0.371104712071,0.829655804166
31,0.184733922897,0.421342332194,0.206565965796,-0.184733922897,0.836974958936
32,0.09954777188,0.390984097274,0.198876546406,0.09954777188,0.833613873711
33,0.255241274427,0.405380232534,0.16764301296,0.255241274427,0.832040985124
34,0.484209640069,0.540025125123,0.130636870879,0.484209640069,0.834162978304
35,0.563443904573,0.589364637348,0.094798312855,0.563443904573,0.830876665227
36,0.388937043911,0.527584511677,0.194799039064,0.388937043911,0.830211549319
