sample_idx,abs_mean_P,mean_abs_P,chi_P,mean_P,mean_plaquette
0,0.485296909965,0.531598141006,0.123123268035,-0.485296909965,0.864530661775
1,0.008000246692,0.369593616226,0.201427978758,-0.008000246692,0.870577334133
2,0.31244670917,0.429075722063,0.155178478024,0.31244670917,0.874406755217
3,0.621584273108,0.629796846134,0.064708779378,0.621584273108,0.866760404699
4,0.391101007331,0.470388521774,0.136330861515,0.391101007331,0.872700745059
5,0.56922343768,0.585837085691,0.09301828141,0.56922343768,0.87104231894
6,0.586234130621,0.595955686703,0.079839178323,0.586234130621,0.868068976516
7,0.348461361232,0.434501060799,0.143012136212,0.348461361232,0.870969161503
8,0.095222628752,0.362642091558,0.181397169142,0.095222628752,0.870982890038
9,0.04691628054,0.385263970286,0.217212998957,0.04691628054,0.874105429462
10,0.621363965307,0.627557127274,0.063894675674,-0.621363965307,0.873692085657
11,0.542791351731,0.567135204912,0.09602073126,-0.542791351731,0.869501391453
12,0.5157457498,0.548107466012,0.097090433842,-0.5157457498,0.874200022477
13,0.606058715024,0.621129706091,0.079130692978,-0.606058715024,0.87182917659
14,0.54810076154,0.576950703207,0.110112426729,-0.54810076154,0.871869036156
15,0.589293075125,0.599856302042,0.073786707658,-0.589293075125,0.871062381143
16,0.606810076501,0.627358880392,0.092320369764,-0.606810076501,0.875195537607
17,0.499994054079,0.52974838622,0.103841559946,-0.499994054079,0.869455166563
18,0.547552266567,0.558176691638,0.074518357194,-0.547552266567,0.871883841618
19,0.630206247865,0.647798783541,0.081292562769,-0.630206247865,0.871633084075
20,0.604639062369,0.650983907806,0.119510158826,-0.604639062369,0.873184932224
21,0.42401885403,0.481979559914,0.118660503102,-0.42401885403,0.867879542282
22,0.543153484423,0.56184252452,0.087692295808,-0.543153484423,0.869001698015
23,0.49192404743,0.502428333986,0.088934062088,-0.49192404743,0.871425309196
24,0.425918196599,0.473712829809,0.125155739307,-0.425918196599,0.870123660529
25,0.657347563392,0.657347563392,0.056504848237,-0.657347563392,0.869812125979
26,0.559403550284,0.587279353091,0.098912401851,-0.559403550284,0.87120778886
27,0.605729431238,0.619419133918,0.076807401322,-0.605729431238,0.871898240847
28,0.659211130921,0.676015510579,0.064349226865,-0.659211130921,0.875063501524
29,0.642444422283,0.656107004618,0.079049036559,-0.642444422283,0.873101706762
30,0.569608778421,0.582613148952,0.088955348718,-0.569608778421,0.871077625378
31,0.411920200273,0.470026827923,0.123585282021,-0.411920200273,0.874585080615
32,0.618087189089,0.620523061272,0.054906764583,-0.618087189089,0.871462133263
33,0.524482575543,0.543270264932,0.098216515897,-0.524482575543,0.873780019389
34,0.402754396496,0.454459981912,0.107297757469,-0.402754396496,0.868823383505
35,0.561245007113,0.577621703216,0.086764426752,-0.561245007113,0.875273672877
36,0.55995533008,0.594801307569,0.107813864397,-0.55995533008,0.872778493219
37,0.535391195592,0.543038184253,0.075214660796,-0.535391195592,0.874833884512
38,0.577487678888,0.598953111099,0.087587865245,-0.577487678888,0.869360597901
39,0.532306216158,0.556983986354,0.104764640577,-0.532306216158,0.871052769681
40,0.282724923171,0.382757056152,0.132985140624,-0.282724923171,0.874387612226
41,0.501689602796,0.561272857618,0.141964487144,-0.501689602796,0.868862244523
42,0.511986669389,0.534873420017,0.099097067443,0.511986669389,0.869886866726
