sweep_index,mean_plaquette
0,0.538689034763
1,0.531091914325
2,0.522114185515
3,0.520518606937
4,0.53314419032
5,0.522033201088
6,0.533032871407
7,0.535615864612
8,0.525485308761
9,0.530609060454
10,0.531027448157
11,0.534785939403
12,0.535607977636
13,0.533503174711
14,0.527406533187
15,0.52681635244
16,0.533643333399
17,0.520822712909
18,0.534564630639
19,0.525927371482
20,0.531968668135
21,0.523431516642
22,0.528369069206
23,0.519652723307
24,0.526343046964
25,0.530491272516
26,0.525256934179
27,0.526876449572
28,0.529660875881
29,0.532937705558
30,0.530580317023
31,0.54059960636
32,0.537322062353
33,0.531329015343
34,0.535480046484
35,0.524206383757
36,0.532925022005
37,0.521970905575
38,0.525041688142
39,0.530271108643
40,0.522639812559
41,0.537771124599
42,0.52874595279
43,0.536723220643
44,0.526509463957
45,0.542024640361
46,0.52952712379
47,0.529940007888
48,0.534299902239
49,0.524437048216
50,0.529589912618
51,0.522876052977
52,0.537281578112
53,0.533162483366
54,0.525655376397
55,0.521408435989
56,0.534391233995
57,0.543943173676
58,0.526388950761
59,0.528084297405
60,0.530496884822
61,0.540460673416
62,0.535474368767
63,0.552948617651
64,0.544953457488
65,0.538298562653
66,0.524192005179
67,0.529780486082
68,0.535975573653
69,0.529205341861
70,0.525846311936
71,0.540849515923
72,0.520906118095
73,0.528450618207
74,0.537909866153
75,0.524123975079
76,0.533212231338
77,0.521159467826
78,0.528387726639
79,0.538035453372
80,0.5347820795
81,0.535184627118
82,0.523439606132
83,0.528476699512
84,0.528993674723
85,0.540687891242
86,0.529169287975
87,0.532732336973
88,0.537381311169
89,0.540534297492
90,0.538427791263
91,0.538310355525
92,0.531729982136
93,0.531223562974
94,0.533256125442
95,0.531977105829
96,0.533461972114
97,0.527543679891
98,0.521491898308
99,0.532364334527
100,0.524389970324
101,0.524049922862
102,0.523761875665
103,0.528765674453
104,0.520789078513
105,0.525707356541
106,0.531969616127
107,0.526943924505
108,0.533041390408
109,0.532869640045
110,0.525778138022
111,0.520606318994
112,0.529800705503
113,0.521338603902
114,0.535786221307
115,0.526584595195
116,0.526058955001
117,0.530605442561
118,0.532059307276
119,0.524446430604
120,0.533165538395
121,0.524616328449
122,0.526665059277
123,0.532351269404
124,0.52485882838
125,0.52581639487
126,0.530173208639
127,0.531094293239
128,0.526512055692
129,0.537905308882
130,0.536485418252
131,0.534897820151
132,0.534429570187
133,0.528518172374
134,0.528331973779
135,0.522739023987
136,0.526646713718
137,0.526067783711
138,0.534094561646
139,0.522278180749
140,0.529836242666
141,0.536619585132
142,0.531794887805
143,0.530653129403
144,0.531109969709
145,0.53561979124
146,0.53457399272
147,0.535582009196
148,0.530323228425
149,0.537835562715
150,0.523211560321
151,0.525191380589
152,0.525570717026
153,0.519917321647
154,0.5205058076
155,0.533454780078
156,0.5306443588
157,0.523388306897
158,0.521970232646
159,0.521894281441
160,0.531095557699
161,0.52574566512
162,0.528020714811
163,0.52894921515
164,0.520667539426
165,0.536031065194
166,0.526067738682
167,0.53693336076
168,0.529647571776
169,0.514452598842
170,0.534836457169
171,0.532402951992
172,0.526841038474
173,0.520962218387
174,0.52714948848
175,0.526724375265
176,0.534985076099
177,0.532531481204
178,0.524169434559
179,0.527942682827
180,0.521289889971
181,0.527235559092
182,0.53374970662
183,0.529019387086
184,0.534370387791
185,0.529213674162
186,0.529327223354
187,0.535445831818
188,0.531203718187
189,0.526695579066
190,0.530326010166
191,0.526833926452
192,0.529092230871
193,0.534634616454
194,0.536582328062
195,0.52067019066
196,0.51627795422
197,0.536937464569
198,0.528065462798
199,0.532302368534
200,0.526999802379
201,0.522833257257
202,0.525158272844
203,0.534292125508
204,0.531733641941
205,0.530146646969
206,0.528839654885
207,0.530516673154
208,0.53039738187
209,0.529899464279
210,0.527018372124
211,0.533784487699
212,0.529410265491
213,0.528311573929
214,0.526557011194
215,0.523442780028
216,0.535626925808
217,0.533639343789
218,0.519635965892
219,0.530128253193
220,0.532855421081
221,0.520881600893
222,0.529001303472
223,0.532140410291
224,0.533717166426
225,0.531753644204
226,0.53043215818
227,0.533018908571
228,0.540494085302
229,0.5302659612
230,0.525836839983
231,0.533760875367
232,0.542939099128
233,0.539971244129
234,0.535544903212
235,0.537076971804
236,0.528049386439
237,0.527835008228
238,0.539567005592
239,0.533306268126
240,0.535688331369
241,0.524759615756
242,0.528433896136
243,0.530133941942
244,0.531429554514
245,0.540548744848
246,0.529343245905
247,0.522613456724
248,0.529585027532
249,0.52653276962
250,0.539479222818
251,0.525596153056
252,0.529722030656
253,0.523530016605
254,0.523302734697
255,0.528821795521
256,0.537115175252
257,0.529965226396
258,0.52716211999
259,0.526774589872
260,0.530270107542
261,0.529280685671
262,0.528247147097
263,0.530317422828
264,0.538227403558
265,0.537283843573
266,0.518296872434
267,0.533102066187
268,0.537126768511
269,0.525059474327
270,0.52667950764
271,0.527231544103
272,0.537747407557
273,0.535115721058
274,0.530389652255
275,0.532679888719
276,0.530240316823
277,0.532567101562
278,0.525756487469
279,0.525645331935
280,0.532886269795
281,0.531995585942
282,0.531146929622
283,0.515134475256
284,0.535102579404
285,0.540120346067
286,0.537930336023
287,0.533574816908
288,0.535589952142
289,0.533902441973
290,0.531947240514
291,0.536329639121
292,0.533108258059
293,0.539591400446
294,0.513789744418
295,0.523672067162
296,0.526008348062
297,0.529406521562
298,0.526625331322
299,0.526745810328
300,0.535918816798
301,0.525425556695
302,0.522670984536
303,0.533417746546
304,0.529732925962
305,0.529696937886
306,0.526160600606
307,0.525106611621
308,0.51887030651
309,0.537032668315
310,0.523400862729
311,0.530452056816
312,0.533574352098
313,0.516309609288
314,0.532033919535
315,0.53200336713
316,0.531285240989
317,0.531791517106
318,0.527574293084
319,0.535474815563
320,0.527753204784
321,0.546963953448
322,0.542619037827
323,0.535019949615
324,0.539542457069
325,0.524940822532
326,0.533477303234
327,0.536529014523
328,0.521684575631
329,0.519462617388
330,0.523557421117
331,0.525591672238
332,0.523128833403
333,0.527328198459
334,0.530644461237
335,0.540891103472
336,0.53422770778
337,0.526718559593
338,0.531116706899
339,0.534908682186
340,0.53515917316
341,0.53667084412
342,0.531435499224
343,0.521875190558
344,0.525841517674
345,0.521654349667
346,0.533190374827
347,0.531846204372
348,0.535596029197
349,0.537143744103
350,0.526368348174
351,0.528758496969
352,0.526200617322
353,0.529193460671
354,0.526567960003
355,0.526254898867
356,0.524304733882
357,0.532428729732
358,0.511581582211
359,0.525776491853
360,0.526545755635
361,0.527465492495
362,0.540229944933
363,0.516630421013
364,0.520780869942
365,0.522478726751
366,0.534924827372
367,0.524956879562
368,0.521913549149
369,0.527216065361
370,0.527439935755
371,0.525310316764
372,0.525410254221
373,0.525700058903
374,0.527845673503
375,0.53151992288
376,0.541048476599
377,0.53971682802
378,0.531220650946
379,0.529613664952
380,0.524055850818
381,0.528568012299
382,0.52398954108
383,0.525316272808
384,0.529596030507
385,0.533950819671
386,0.54073863086
387,0.533076011119
388,0.53161622083
389,0.527083546794
390,0.526714391897
391,0.529370793787
392,0.525632208043
393,0.518393785192
394,0.524350287036
395,0.532501754824
396,0.524441530401
397,0.529516568995
398,0.536736461314
399,0.528166307443
400,0.52157062741
401,0.527632172507
402,0.525117684195
403,0.525970793098
404,0.536254655757
405,0.529391201335
406,0.535769747337
